cow,vol_udder,vol_lf,vol_rf,vol_lb,vol_rb,sarea_udder,sarea_lf,sarea_rf,sarea_lb,sarea_rb,eu_front,eu_back,eu_right,eu_left,gd_front,gd_back,gd_right,gd_left,peri_udder,area_udder,circ_udder,exc_udder,peri_lf,area_lf,circ_lf,exc_lf,peri_rf,area_rf,circ_rf,exc_rf,peri_lb,area_lb,circ_lb,exc_lb,peri_rb,area_rb,circ_rb,exc_rb,len_lf,len_rf,len_lb,len_rb,animal_number,min_date,max_date,count_date,min_dim,max_dim,lactation,milk_flow_duration_mean,yield_visit_mean,yield_lf_visit_mean,yield_lr_visit_mean,yield_rr_visit_mean,yield_rf_visit_mean,peak_flow_rf_mean,peak_flow_lf_mean,peak_flow_rr_mean,peak_flow_lr_mean,notmilk_visit_duration_mean,notmilk_visit_duration_std,interval_sec_mean,kickoff_lf_sum,kickoff_lr_sum,kickoff_rf_sum,kickoff_rr_sum,kickoff_front_sum,kickoff_back_sum,kickoff_any_sum,total_yield,total_visits,kickoff_lf_perc,kickoff_lr_perc,kickoff_rf_perc,kickoff_rr_perc,kickoff_front_perc,kickoff_back_perc,kickoff_any_perc,yield_lf_visit_sum,yield_lr_visit_sum,yield_rr_visit_sum,yield_rf_visit_sum,interval_visit_mean
1127,10.163407113884825,,2.808649517040904,,0.6063749953055986,2306.2522319602085,1169.27471385995,742.6857296276676,459.1586919661893,158.7015406406724,13.10638558972704,9.94713940794401,17.106550894487913,17.6934189113439,25.25833017150648,13.214120846308496,20.657812334828517,20.740866132480956,1083.2590180780453,72477.0,0.7801192014731095,0.5392925859761095,835.6122650963194,34071.5,,0.6969951060992747,646.842712474619,22858.5,0.6968713211661639,0.8123311705218158,435.46298679765215,9894.5,0.7237122050110318,0.552544535995136,310.12846301849606,4579.0,0.6159960969706635,0.7449198454215138,46.96979865726118,36.83780953940946,21.29236259548483,24.00914521383924,1127,2023-10-06,2024-12-16,440,0.0,437.0,3,319.9245810055866,17.692020484171323,4.527262569832402,5.282588454376164,3.425093109869646,4.45707635009311,1.6551955307262571,1.6332960893854749,1.7985474860335195,2.0234078212290503,101.02513966480448,27.29450581607508,33467.928305400375,4,13,6,10,10,23,27,19465.93,1114,0.3590664272890485,1.1669658886894074,0.5385996409335727,0.8976660682226212,0.8976660682226212,2.064631956912029,2.423698384201077,4995.91,5800.09,3767.76,4902.17,33484.87163375224
1139,10.248961515131946,,2.617015605335534,1.0278874848008912,0.7401983156977605,,,747.2629872395589,437.77053226981656,417.8094567600471,14.205755101215605,5.771234473674402,18.49821305096461,20.13723283592098,30.77086963783171,14.624117992896968,25.20264881096087,27.235028912087923,1148.9331162702408,81581.0,0.7776772227927882,0.5845826261032857,,,,0.5508509420733837,607.8305191657993,20331.0,0.693242659635649,0.8095817494085047,465.4274528917194,12404.0,0.7111693981553076,0.3988707230568997,464.9188309203679,9744.0,0.5638581283036164,0.7610328400703515,,53.78596193495451,48.24266691038555,42.01701612019028,1139,2023-09-24,2024-08-20,340,0.0,331.0,3,505.0810473815461,17.500149625935162,3.2514339152119702,5.112493765586035,5.788466334164589,3.347755610972569,1.1970074812967582,0.9695012468827928,1.3079551122194517,1.4233167082294265,97.61221945137156,27.013900344026105,34046.14463840399,2,11,1,11,3,22,23,14369.66,827,0.241837968561064,1.3301088270858523,0.120918984280532,1.3301088270858523,0.3627569528415961,2.6602176541717046,2.781136638452237,2637.54,4211.36,4760.81,2759.95,33949.81015719468
1144,,4.828315339237046,,,1.1410494865994387,,950.120959790362,918.6779964764672,526.7634953766388,330.1109361344154,17.838291671568975,8.193293589517456,21.59157343294784,20.879509565550723,33.11265346975157,18.1144093551292,29.24070205988697,29.417346611235097,1057.8376618407356,69102.0,0.7753731260087977,0.6918416299440088,653.7827919510468,25998.0,0.7604317224343752,0.7161004745401632,613.747258045114,20958.0,0.7001963367427056,0.8544908120317477,481.9066376115481,14052.0,0.7525314260870349,0.4486592634320916,403.7289680818844,7491.0,0.6042597571191237,0.8108825818920055,,30.935547249203644,47.88267049891101,42.30828986822971,1144,2023-08-23,2024-06-14,302,0.0,296.0,3,306.38847117794484,17.91874686716792,3.128458646616542,5.8980200501253135,5.656115288220551,3.2361528822055137,1.9584210526315788,2.099624060150376,2.083308270676692,1.8393233082706768,97.1453634085213,26.29890766452224,31506.629072681702,2,1,1,2,3,3,4,14341.28,802,0.2493765586034912,0.1246882793017456,0.1246882793017456,0.2493765586034912,0.3740648379052369,0.3740648379052369,0.4987531172069825,2503.29,4714.63,4530.5,2592.86,31499.56857855361
1148,,4.70165474883063,3.880928238913208,,0.8681219324553416,2592.6978093074213,925.0165750026624,803.9827710735519,,213.0800626262184,20.26484164481483,7.239638250754915,,,33.32260548857498,18.247160248322576,26.58258225221425,30.63684746594145,1194.1879502661795,,0.7775565840851183,0.5205712744502777,732.842712474619,30102.0,0.7033774446470578,,673.8721497261419,26685.0,0.7390507900789662,0.7600412526765534,,,0.595000352086505,0.5858771950576679,384.07821048680194,8072.0,0.685564058585211,0.7390224497264165,43.92831059855721,54.34147074812125,31.52793401326929,38.26241919418692,1148,2023-07-11,2024-05-28,326,0.0,322.0,3,243.18893129771,14.741956106870228,3.754494274809161,4.28057251908397,2.209160305343511,4.497729007633588,2.145687022900763,2.103549618320611,1.4242557251908396,2.3686832061068706,92.47900763358778,25.226983668910165,25686.536259541987,1,2,0,3,1,5,5,15653.64,1070,0.0934579439252336,0.1869158878504673,0.0,0.2803738317757009,0.0934579439252336,0.4672897196261681,0.4672897196261681,3967.12,4556.22,2351.58,4778.72,25674.22336448598
1151,7.795235651834591,3.4527963051052373,1.848125266360476,1.171835520194563,0.8532858830665766,2078.549506694256,837.4528504156997,461.74472236112615,430.7066040351124,370.4764522524979,18.603804531331264,4.201385408308052,23.400187196066888,,29.39281443050423,10.37005909837568,23.985955646618773,26.70326947691248,1111.7615433949868,77424.0,0.7873642944302387,0.7048439160713191,722.6589462905454,29788.0,0.7108672827214887,,523.5462479183374,14889.0,0.6826823545269379,0.7693488782377269,569.8721497261419,15467.0,0.6026188466386397,0.7137696207569465,,,0.556865682690747,0.8503101934797238,49.78777321186839,43.27111354484393,44.66698075767846,28.421093945418583,1151,2023-07-30,2024-05-28,311,0.0,303.0,3,223.75234131113424,15.90993756503642,3.5603642039542147,4.494443288241415,4.32588969823101,3.5292403746097816,2.5169406867846,2.5290530697190428,2.5121331945889698,2.46006243496358,93.35483870967742,25.8165805894842,26501.77627471384,1,0,0,0,1,0,0,15454.72,977,0.1023541453428864,0.0,0.0,0.0,0.1023541453428864,0.0,0.0,3458.9,4366.76,4202.78,3426.28,26492.10133060389
1153,6.584192687271515,3.061955223667048,2.306520406929009,0.3089526992933515,0.4145190933832657,1951.309601276197,966.5325239714282,612.8357813798984,168.3515540704797,251.39829654059528,14.389650516284703,7.120422528831143,18.621720880280574,19.02425195753092,23.586521484964265,12.872805742440065,19.652148908520328,20.8151459858418,1085.17575695736,77051.0,0.8214642792638903,0.4822924995762197,858.1503243191938,35268.0,,0.7131043572176461,655.706673505298,24271.0,0.7076456064386318,0.7607265726350368,343.82947314527274,6608.0,0.7007164343136416,0.6561874689991763,427.94826817189073,10293.0,0.7068238334149866,0.7573436140874769,40.94768332805172,38.04469804751394,31.32268327849557,30.42524242174331,1153,2023-09-03,2024-07-05,311,0.0,306.0,3,243.70128479657387,16.64899357601713,3.4663276231263387,4.524089935760172,4.290974304068523,4.367601713062099,2.1981584582441114,2.1267880085653106,2.4739400428265523,2.540620985010707,101.20235546038543,26.91120635854165,27669.79229122056,3,18,9,14,12,25,33,15658.35,944,0.3177966101694915,1.9067796610169487,0.9533898305084746,1.4830508474576272,1.2711864406779665,2.6483050847457625,3.4957627118644066,3263.62,4252.46,4036.59,4105.68,27637.58898305085
1159,9.664792486983778,,2.490803655382808,0.8741031826891098,0.7344710565919728,2175.480182735425,944.4784391799626,625.1726182228754,460.3621441026922,229.27300339373696,16.089359766660237,4.504528654941139,,,28.05058128076972,10.536584000213018,26.358021138119963,26.88576337041784,1088.9331162702408,73591.0,0.7772997957611185,0.6217180096214221,803.0203820042827,31798.0,,0.6177069561636189,589.889393668845,19522.0,0.7039863326113859,0.8109971876968028,490.2741699796952,13417.0,0.7094112567229841,0.3968040022347967,398.912734265958,8201.0,0.6498586841109352,0.7707369886831027,51.263534638189306,46.293322781852574,33.295248214481454,33.05949185744998,1159,2023-11-09,2024-09-23,325,1.0,320.0,3,339.5300794551646,17.35300794551646,4.613757094211124,3.984869466515324,4.068796821793416,4.685584562996595,1.5880590238365493,1.4961861520998867,1.5606129398410895,1.2638819523269014,95.11237230419977,25.04790580844044,30576.101021566403,0,15,1,9,1,21,22,15374.32,890,0.0,1.6853932584269662,0.1123595505617977,1.0112359550561798,0.1123595505617977,2.359550561797753,2.4719101123595504,4094.28,3536.18,3595.0,4148.86,30552.029213483147
1163,4.360501486344896,1.1116717323350191,1.9783907024577807,0.6623432724981466,0.6036915088715786,1818.0747138055297,663.7310090118932,599.2757685620224,255.2999287347077,316.52863914300013,20.255726815796653,10.457233912884991,,,29.03936086782432,19.21639211596459,27.3157200133067,30.456531346739336,1065.7199128346442,70843.0,0.7853942062575668,0.6307716264667088,662.3158005400378,26066.0,0.7581846905528026,0.6983621537664011,701.1980515339463,23792.0,0.6204341125041408,0.811741274693031,433.64675298172574,10296.0,0.6836488032613885,0.5870983338281324,520.2152954766495,10190.0,,0.7396873560363852,,40.22710555445624,49.78091578182717,40.48649187946293,1163,2023-08-09,2024-08-20,384,0.0,377.0,3,520.4494706448509,14.80714148219442,0.6054667949951877,5.581770933589991,5.014408084696824,3.605495668912416,0.978363811357074,0.7907988450433109,1.1788065447545717,1.2948219441770934,94.44947064485082,28.129262206844327,30165.455245428297,3,150,12,64,14,173,176,15600.44,1058,0.2835538752362949,14.177693761814744,1.1342155009451798,6.049149338374291,1.3232514177693762,16.351606805293006,16.6351606805293,639.08,5864.68,5290.2,3806.48,30151.71077504726
1164,,5.255461554667713,4.272438303950821,,0.62364254114226,2650.7475398136703,1053.0325837193168,778.7020390848226,,246.33014225358136,17.56985654493077,9.6798261209614,21.20398368752556,17.828949629976474,26.25328240318312,16.955129323954754,22.67696034324912,25.89344208111265,1147.5777772109132,80677.0,0.7698309110601235,,713.445742854949,30133.0,0.7510371993191293,0.7095594671140182,723.2274887854693,23359.0,,0.8805541152707799,569.8893936688451,,0.7283895396375731,0.3845263190238645,403.01933598375615,7965.0,0.6357748327808311,0.8612505043562378,51.22964952219754,28.673349216869475,45.49346011533187,36.98710176897018,1164,2023-10-25,2024-10-22,368,0.0,363.0,3,276.5071574642127,17.516472392638036,3.6450613496932514,4.707484662576687,4.606912065439674,4.557014314928425,2.3033128834355825,2.1819018404907977,2.101472392638037,1.8867484662576688,92.879345603272,25.76052542545836,31343.606339468304,0,7,8,9,8,14,21,17257.31,989,0.0,0.7077856420626896,0.8088978766430739,0.910010111223458,0.8088978766430739,1.4155712841253791,2.1233569261880687,3588.31,4642.02,4530.57,4496.41,31351.58543983822
1168,10.095375456466895,4.229279219817575,2.9965358573836065,1.2338348434864006,0.940288031989438,2504.195431168392,862.8748301981764,755.1285190859694,552.5036213647609,327.37556679118626,16.28876190508474,5.90355785754257,20.063908856597244,22.082035948324723,30.230147805639184,13.441505702621273,24.4145951626122,25.35498191789363,1110.7909806465098,73786.0,0.7511868387105758,,661.6589462905454,27159.0,0.7817087980759181,,566.5076656851998,18408.5,0.7216829816363062,0.6246005567074109,535.5315292925759,,0.7414223842784806,0.3933538610813468,457.2264427649428,10301.0,0.6190970723870243,0.7805132783538015,37.0539906701996,27.11948809870733,,41.899636441374376,1168,2023-09-17,2023-11-17,63,0.0,61.0,3,531.5380710659898,18.346700507614216,4.710456852791879,5.075228426395939,4.252842639593909,4.308172588832488,0.9931979695431472,1.00751269035533,1.243756345177665,1.2149238578680204,96.78680203045684,27.237527166565314,26026.21827411168,0,0,0,0,0,0,0,3618.47,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.07,1000.88,838.62,849.9,26066.52525252525
1170,6.093923621267238,2.229985999061914,2.254965044832619,0.4809332436063074,0.5533852742481171,1851.275091933443,575.7435051412247,511.0343528535478,458.94113493779736,217.6911577912474,13.53316617107678,5.312604498313857,21.233023203710523,20.235315644316096,27.3290820219727,12.488647073082902,23.627547046548703,23.911612040965803,1024.8082245892128,65768.0,0.7877190038971755,0.6391963012411673,603.611219075793,21532.0,0.7406238050222013,0.625949869627464,575.58787847868,20013.0,0.7569718003698277,0.7410283440842278,489.60512242138304,14454.0,0.7562362786290858,0.6479769519796006,429.2203461105328,9363.0,0.6401434134866307,0.761057865532937,44.89584124416768,45.75773080453198,36.17601642276906,37.16440020798021,1170,2023-11-03,2023-11-17,15,0.0,14.0,3,202.93103448275863,12.009655172413794,2.056206896551724,2.8682758620689657,4.04448275862069,3.040689655172414,2.033793103448276,1.6882758620689655,1.8972413793103449,2.04,95.0,34.95507320629072,41444.1724137931,0,0,0,0,0,0,0,348.28000000000003,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.63,83.18,117.29,88.18,41444.1724137931
1171,8.780818663972678,2.9935284533818174,2.433769182113207,,1.0170935544167408,2147.023742019766,657.2392626498175,578.7417628418359,537.9830797304649,467.50446649620494,18.50570042874263,7.613050448737442,,24.71508306364272,28.73000107477388,16.730839778901615,24.02885849017333,24.47927634696524,1065.5361466505706,71369.0,0.7910088709279365,0.5164277134508468,576.8122292025696,20298.0,0.7714640016829881,,538.8416664540924,15910.0,0.722763521371,,,,0.5894044691132703,0.725727103526864,563.9898987322333,,0.6129870619874428,0.8422242783021039,38.07545696686867,36.65663454294972,36.32947424440035,34.65620377423647,1171,2023-01-03,2023-11-17,322,0.0,318.0,2,288.4912516823688,19.89905787348587,5.094078061911171,5.1443472409152085,4.546541049798115,5.114091520861373,1.9397846567967696,1.9145087483176315,2.185841184387617,2.3444952893674293,99.36877523553164,26.11391578879115,36487.02153432032,2,7,2,1,3,8,10,14828.66,746,0.2680965147453083,0.938337801608579,0.2680965147453083,0.1340482573726541,0.4021447721179624,1.0723860589812333,1.3404825737265416,3799.96,3828.65,3391.21,3808.84,36487.93699731903
1173,9.111657319421576,2.736533717894363,3.3681315362088253,1.0747008913456984,0.8836503428121391,2541.31900548414,828.0207989016061,913.8950789740336,415.708393655593,387.0736976526371,21.46563744587685,11.306974108612838,23.68758846175926,20.882071426327585,29.51403905163109,20.31398312052504,23.63601604530372,25.329289966935463,1167.6509370638316,82838.0,0.7639021350477084,0.5773765873146327,637.5128060534578,22934.0,0.7121624073447729,0.6204019221220277,673.2346314604057,27825.0,0.7688454883236503,0.6739997407164806,561.3290398693841,,0.6763464017510119,0.6930131708660818,499.1391770309007,14875.0,0.7547251536256748,0.5645797427583731,,42.92487510784819,38.467116016049104,39.75676555854833,1173,2023-11-11,2024-09-23,324,0.0,317.0,3,473.6133333333333,20.73489696969697,5.429951515151515,5.383030303030303,5.746775757575758,4.175139393939394,1.3550545454545455,1.4113454545454545,1.2479272727272728,1.244218181818182,95.18666666666668,25.7739250087368,32368.265454545453,2,3,1,9,3,10,11,17198.71,832,0.2403846153846154,0.3605769230769231,0.1201923076923077,1.0817307692307692,0.3605769230769231,1.201923076923077,1.3221153846153846,4506.26,4467.85,4759.45,3465.15,32325.853365384617
