cow,filename
729,729_20231117_112927_frame_97
729,729_20231117_112927_frame_225
729,729_20231117_112927_frame_394
729,729_20231117_112927_frame_30
729,729_20231117_112927_frame_438
729,729_20231117_112927_frame_15
729,729_20231117_112927_frame_188
729,729_20231117_112927_frame_213
729,729_20231117_112927_frame_77
729,729_20231117_112927_frame_203
729,729_20231117_112927_frame_375
729,729_20231117_112927_frame_235
729,729_20231117_112927_frame_239
729,729_20231117_112927_frame_322
729,729_20231117_112927_frame_450
729,729_20231117_112927_frame_353
729,729_20231117_112927_frame_41
729,729_20231117_112927_frame_386
729,729_20231117_112927_frame_349
729,729_20231117_112927_frame_397
729,729_20231117_112927_frame_280
736,736_20231117_152813_frame_621
736,736_20231117_152813_frame_455
736,736_20231117_152813_frame_137
736,736_20231117_152813_frame_675
736,736_20231117_152813_frame_148
736,736_20231117_152813_frame_689
736,736_20231117_152813_frame_200
736,736_20231117_152813_frame_587
736,736_20231117_152813_frame_467
736,736_20231117_152813_frame_519
736,736_20231117_152813_frame_564
736,736_20231117_152813_frame_198
736,736_20231117_152813_frame_386
736,736_20231117_152813_frame_674
736,736_20231117_152813_frame_469
736,736_20231117_152813_frame_696
736,736_20231117_152813_frame_254
736,736_20231117_152813_frame_604
736,736_20231117_152813_frame_714
736,736_20231117_152813_frame_47
736,736_20231117_152813_frame_211
736,736_20231117_152813_frame_126
736,736_20231117_152813_frame_141
736,736_20231117_152813_frame_36
736,736_20231117_152813_frame_237
736,736_20231117_152813_frame_702
736,736_20231117_152813_frame_405
736,736_20231117_152813_frame_475
736,736_20231117_152813_frame_709
736,736_20231117_152813_frame_464
764,764_20231117_144922_frame_855
764,764_20231117_144922_frame_172
764,764_20231117_144922_frame_631
764,764_20231117_144922_frame_924
764,764_20231117_144922_frame_690
764,764_20231117_144922_frame_494
764,764_20231117_144922_frame_810
764,764_20231117_144922_frame_518
764,764_20231117_144922_frame_602
764,764_20231117_144922_frame_887
764,764_20231117_144922_frame_289
764,764_20231117_144922_frame_644
764,764_20231117_144922_frame_825
764,764_20231117_144922_frame_284
764,764_20231117_144922_frame_707
764,764_20231117_144922_frame_848
764,764_20231117_144922_frame_323
764,764_20231117_144922_frame_695
764,764_20231117_144922_frame_519
764,764_20231117_144922_frame_165
764,764_20231117_144922_frame_935
764,764_20231117_144922_frame_904
764,764_20231117_144922_frame_930
764,764_20231117_144922_frame_467
764,764_20231117_144922_frame_247
764,764_20231117_144922_frame_313
764,764_20231117_144922_frame_218
764,764_20231117_144922_frame_662
764,764_20231117_144922_frame_489
764,764_20231117_144922_frame_647
778,778_20231117_140227_frame_394
778,778_20231117_140227_frame_421
778,778_20231117_140227_frame_175
778,778_20231117_140227_frame_95
778,778_20231117_140227_frame_592
778,778_20231117_140227_frame_189
778,778_20231117_140227_frame_509
778,778_20231117_140227_frame_601
778,778_20231117_140227_frame_331
778,778_20231117_140227_frame_31
778,778_20231117_140227_frame_487
778,778_20231117_140227_frame_540
778,778_20231117_140227_frame_164
778,778_20231117_140227_frame_495
778,778_20231117_140227_frame_33
778,778_20231117_140227_frame_610
778,778_20231117_140227_frame_228
778,778_20231117_140227_frame_512
778,778_20231117_140227_frame_239
778,778_20231117_140227_frame_543
778,778_20231117_140227_frame_485
778,778_20231117_140227_frame_21
778,778_20231117_140227_frame_275
778,778_20231117_140227_frame_218
778,778_20231117_140227_frame_53
778,778_20231117_140227_frame_597
778,778_20231117_140227_frame_598
778,778_20231117_140227_frame_612
778,778_20231117_140227_frame_124
778,778_20231117_140227_frame_546
785,785_20231117_125124_frame_339
785,785_20231117_125124_frame_821
785,785_20231117_125124_frame_904
785,785_20231117_125124_frame_418
785,785_20231117_125124_frame_319
785,785_20231117_125124_frame_665
785,785_20231117_125124_frame_895
785,785_20231117_125124_frame_844
785,785_20231117_125124_frame_432
785,785_20231117_125124_frame_260
785,785_20231117_125124_frame_813
785,785_20231117_125124_frame_845
785,785_20231117_125124_frame_647
785,785_20231117_125124_frame_448
785,785_20231117_125124_frame_748
785,785_20231117_125124_frame_311
785,785_20231117_125124_frame_469
785,785_20231117_125124_frame_746
785,785_20231117_125124_frame_556
785,785_20231117_125124_frame_329
785,785_20231117_125124_frame_735
785,785_20231117_125124_frame_698
785,785_20231117_125124_frame_811
785,785_20231117_125124_frame_571
785,785_20231117_125124_frame_320
785,785_20231117_125124_frame_810
785,785_20231117_125124_frame_211
785,785_20231117_125124_frame_827
785,785_20231117_125124_frame_666
785,785_20231117_125124_frame_454
807,807_20231117_175347_frame_411
807,807_20231117_175347_frame_73
807,807_20231117_175347_frame_357
807,807_20231117_175347_frame_416
807,807_20231117_175347_frame_304
807,807_20231117_175347_frame_22
807,807_20231117_175347_frame_976
807,807_20231117_175347_frame_175
807,807_20231117_175347_frame_566
807,807_20231117_175347_frame_124
807,807_20231117_175347_frame_874
807,807_20231117_175347_frame_376
807,807_20231117_175347_frame_26
807,807_20231117_175347_frame_212
807,807_20231117_175347_frame_947
807,807_20231117_175347_frame_792
807,807_20231117_175347_frame_11
807,807_20231117_175347_frame_913
807,807_20231117_175347_frame_642
807,807_20231117_175347_frame_855
807,807_20231117_175347_frame_232
807,807_20231117_175347_frame_834
807,807_20231117_175347_frame_246
807,807_20231117_175347_frame_705
807,807_20231117_175347_frame_555
807,807_20231117_175347_frame_603
807,807_20231117_175347_frame_968
807,807_20231117_175347_frame_396
807,807_20231117_175347_frame_860
807,807_20231117_175347_frame_643
808,808_20231117_173436_frame_478
808,808_20231117_173436_frame_52
808,808_20231117_173436_frame_205
808,808_20231117_173436_frame_145
808,808_20231117_173436_frame_487
808,808_20231117_173436_frame_440
808,808_20231117_173436_frame_99
808,808_20231117_173436_frame_62
808,808_20231117_173436_frame_210
808,808_20231117_173436_frame_65
808,808_20231117_173436_frame_477
808,808_20231117_173436_frame_501
808,808_20231117_173436_frame_147
808,808_20231117_173436_frame_353
808,808_20231117_173436_frame_492
808,808_20231117_173436_frame_3
808,808_20231117_173436_frame_82
808,808_20231117_173436_frame_5
808,808_20231117_173436_frame_18
808,808_20231117_173436_frame_56
808,808_20231117_173436_frame_357
808,808_20231117_173436_frame_74
808,808_20231117_173436_frame_393
808,808_20231117_173436_frame_420
808,808_20231117_173436_frame_396
808,808_20231117_173436_frame_139
808,808_20231117_173436_frame_203
808,808_20231117_173436_frame_365
808,808_20231117_173436_frame_401
808,808_20231117_173436_frame_16
837,837_20231117_165123_frame_278
837,837_20231117_165123_frame_176
837,837_20231117_165123_frame_110
837,837_20231117_165123_frame_641
837,837_20231117_165123_frame_678
837,837_20231117_165123_frame_439
837,837_20231117_165123_frame_332
837,837_20231117_165123_frame_378
837,837_20231117_165123_frame_54
837,837_20231117_165123_frame_495
837,837_20231117_165123_frame_133
837,837_20231117_165123_frame_573
837,837_20231117_165123_frame_280
837,837_20231117_165123_frame_673
837,837_20231117_165123_frame_360
837,837_20231117_165123_frame_70
837,837_20231117_165123_frame_97
837,837_20231117_165123_frame_2
837,837_20231117_165123_frame_55
837,837_20231117_165123_frame_658
837,837_20231117_165123_frame_434
837,837_20231117_165123_frame_125
837,837_20231117_165123_frame_660
837,837_20231117_165123_frame_629
837,837_20231117_165123_frame_253
837,837_20231117_165123_frame_96
837,837_20231117_165123_frame_363
837,837_20231117_165123_frame_291
837,837_20231117_165123_frame_565
837,837_20231117_165123_frame_65
842,842_20231117_174638_frame_350
842,842_20231117_174638_frame_71
842,842_20231117_174638_frame_59
842,842_20231117_174638_frame_336
842,842_20231117_174638_frame_368
842,842_20231117_174638_frame_395
842,842_20231117_174638_frame_310
842,842_20231117_174638_frame_313
842,842_20231117_174638_frame_335
842,842_20231117_174638_frame_61
842,842_20231117_174638_frame_323
842,842_20231117_174638_frame_163
842,842_20231117_174638_frame_189
842,842_20231117_174638_frame_301
842,842_20231117_174638_frame_253
842,842_20231117_174638_frame_28
842,842_20231117_174638_frame_155
842,842_20231117_174638_frame_312
842,842_20231117_174638_frame_408
842,842_20231117_174638_frame_362
842,842_20231117_174638_frame_226
842,842_20231117_174638_frame_86
842,842_20231117_174638_frame_35
842,842_20231117_174638_frame_138
842,842_20231117_174638_frame_325
842,842_20231117_174638_frame_245
842,842_20231117_174638_frame_238
842,842_20231117_174638_frame_402
842,842_20231117_174638_frame_291
842,842_20231117_174638_frame_144
856,856_20231117_152520_frame_466
856,856_20231117_152520_frame_32
856,856_20231117_152520_frame_387
856,856_20231117_152520_frame_441
856,856_20231117_152520_frame_273
856,856_20231117_152520_frame_236
856,856_20231117_152520_frame_324
856,856_20231117_152520_frame_240
856,856_20231117_152520_frame_252
856,856_20231117_152520_frame_378
856,856_20231117_152520_frame_350
856,856_20231117_152520_frame_97
856,856_20231117_152520_frame_248
856,856_20231117_152520_frame_343
856,856_20231117_152520_frame_267
856,856_20231117_152520_frame_246
856,856_20231117_152520_frame_241
856,856_20231117_152520_frame_2
856,856_20231117_152520_frame_418
856,856_20231117_152520_frame_425
856,856_20231117_152520_frame_369
856,856_20231117_152520_frame_459
856,856_20231117_152520_frame_366
856,856_20231117_152520_frame_297
856,856_20231117_152520_frame_419
856,856_20231117_152520_frame_266
856,856_20231117_152520_frame_371
856,856_20231117_152520_frame_258
856,856_20231117_152520_frame_357
856,856_20231117_152520_frame_37
861,861_20231117_122436_frame_361
861,861_20231117_122436_frame_81
861,861_20231117_122436_frame_577
861,861_20231117_122436_frame_563
861,861_20231117_122436_frame_470
861,861_20231117_122436_frame_377
861,861_20231117_122436_frame_436
861,861_20231117_122436_frame_407
861,861_20231117_122436_frame_301
861,861_20231117_122436_frame_519
861,861_20231117_122436_frame_28
861,861_20231117_122436_frame_427
861,861_20231117_122436_frame_4
861,861_20231117_122436_frame_20
861,861_20231117_122436_frame_60
861,861_20231117_122436_frame_22
861,861_20231117_122436_frame_550
861,861_20231117_122436_frame_279
861,861_20231117_122436_frame_509
861,861_20231117_122436_frame_135
861,861_20231117_122436_frame_530
861,861_20231117_122436_frame_248
861,861_20231117_122436_frame_98
861,861_20231117_122436_frame_147
861,861_20231117_122436_frame_416
861,861_20231117_122436_frame_518
861,861_20231117_122436_frame_323
861,861_20231117_122436_frame_289
861,861_20231117_122436_frame_391
861,861_20231117_122436_frame_347
868,868_20231117_142436_frame_224
868,868_20231117_142436_frame_156
868,868_20231117_142436_frame_180
868,868_20231117_142436_frame_151
868,868_20231117_142436_frame_64
868,868_20231117_142436_frame_283
868,868_20231117_142436_frame_269
868,868_20231117_142436_frame_50
868,868_20231117_142436_frame_145
868,868_20231117_142436_frame_182
868,868_20231117_142436_frame_23
868,868_20231117_142436_frame_231
868,868_20231117_142436_frame_155
868,868_20231117_142436_frame_187
868,868_20231117_142436_frame_307
868,868_20231117_142436_frame_87
868,868_20231117_142436_frame_8
868,868_20231117_142436_frame_46
868,868_20231117_142436_frame_138
868,868_20231117_142436_frame_258
868,868_20231117_142436_frame_176
868,868_20231117_142436_frame_299
868,868_20231117_142436_frame_44
868,868_20231117_142436_frame_70
868,868_20231117_142436_frame_75
868,868_20231117_142436_frame_295
868,868_20231117_142436_frame_267
868,868_20231117_142436_frame_301
868,868_20231117_142436_frame_165
868,868_20231117_142436_frame_92
902,902_20231117_142952_frame_858
902,902_20231117_142952_frame_853
902,902_20231117_142952_frame_855
902,902_20231117_142952_frame_833
902,902_20231117_142952_frame_854
902,902_20231117_142952_frame_836
902,902_20231117_142952_frame_834
902,902_20231117_142952_frame_867
902,902_20231117_142952_frame_859
902,902_20231117_142952_frame_835
902,902_20231117_142952_frame_830
902,902_20231117_142952_frame_882
902,902_20231117_142952_frame_832
902,902_20231117_142952_frame_852
902,902_20231117_142952_frame_881
902,902_20231117_142952_frame_856
902,902_20231117_142952_frame_849
902,902_20231117_142952_frame_840
902,902_20231117_142952_frame_870
902,902_20231117_142952_frame_848
902,902_20231117_142952_frame_850
902,902_20231117_142952_frame_864
902,902_20231117_142952_frame_831
902,902_20231117_142952_frame_841
902,902_20231117_142952_frame_843
902,902_20231117_142952_frame_861
902,902_20231117_142952_frame_863
902,902_20231117_142952_frame_862
902,902_20231117_142952_frame_851
902,902_20231117_142952_frame_847
915,915_20231117_123346_frame_1024
915,915_20231117_123346_frame_1180
915,915_20231117_123346_frame_1142
915,915_20231117_123346_frame_46
915,915_20231117_123346_frame_979
915,915_20231117_123346_frame_296
915,915_20231117_123346_frame_248
915,915_20231117_123346_frame_4
915,915_20231117_123346_frame_803
915,915_20231117_123346_frame_1143
915,915_20231117_123346_frame_973
915,915_20231117_123346_frame_968
915,915_20231117_123346_frame_998
915,915_20231117_123346_frame_984
915,915_20231117_123346_frame_916
915,915_20231117_123346_frame_290
915,915_20231117_123346_frame_1067
915,915_20231117_123346_frame_130
915,915_20231117_123346_frame_986
915,915_20231117_123346_frame_988
915,915_20231117_123346_frame_867
915,915_20231117_123346_frame_1048
915,915_20231117_123346_frame_69
915,915_20231117_123346_frame_40
915,915_20231117_123346_frame_277
915,915_20231117_123346_frame_44
915,915_20231117_123346_frame_1036
915,915_20231117_123346_frame_281
915,915_20231117_123346_frame_901
915,915_20231117_123346_frame_1041
922,922_20231117_141213_frame_124
922,922_20231117_141213_frame_355
922,922_20231117_141213_frame_5
922,922_20231117_141213_frame_386
922,922_20231117_141213_frame_530
922,922_20231117_141213_frame_372
922,922_20231117_141213_frame_39
922,922_20231117_141213_frame_76
922,922_20231117_141213_frame_487
922,922_20231117_141213_frame_478
922,922_20231117_141213_frame_405
922,922_20231117_141213_frame_532
922,922_20231117_141213_frame_471
922,922_20231117_141213_frame_135
922,922_20231117_141213_frame_524
922,922_20231117_141213_frame_147
922,922_20231117_141213_frame_42
922,922_20231117_141213_frame_196
922,922_20231117_141213_frame_340
922,922_20231117_141213_frame_233
922,922_20231117_141213_frame_22
922,922_20231117_141213_frame_332
922,922_20231117_141213_frame_279
922,922_20231117_141213_frame_312
922,922_20231117_141213_frame_420
922,922_20231117_141213_frame_467
922,922_20231117_141213_frame_557
922,922_20231117_141213_frame_146
922,922_20231117_141213_frame_40
922,922_20231117_141213_frame_225
924,924_20231117_131101_frame_625
924,924_20231117_131101_frame_267
924,924_20231117_131101_frame_193
924,924_20231117_131101_frame_596
924,924_20231117_131101_frame_349
924,924_20231117_131101_frame_260
924,924_20231117_131101_frame_98
924,924_20231117_131101_frame_80
924,924_20231117_131101_frame_290
924,924_20231117_131101_frame_566
924,924_20231117_131101_frame_14
924,924_20231117_131101_frame_505
924,924_20231117_131101_frame_189
924,924_20231117_131101_frame_609
924,924_20231117_131101_frame_279
924,924_20231117_131101_frame_297
924,924_20231117_131101_frame_37
924,924_20231117_131101_frame_644
924,924_20231117_131101_frame_544
924,924_20231117_131101_frame_404
924,924_20231117_131101_frame_426
924,924_20231117_131101_frame_55
924,924_20231117_131101_frame_393
924,924_20231117_131101_frame_225
924,924_20231117_131101_frame_36
924,924_20231117_131101_frame_413
924,924_20231117_131101_frame_95
924,924_20231117_131101_frame_22
924,924_20231117_131101_frame_614
924,924_20231117_131101_frame_447
929,929_20231117_151607_frame_300
929,929_20231117_151607_frame_396
929,929_20231117_151607_frame_510
929,929_20231117_151607_frame_163
929,929_20231117_151607_frame_437
929,929_20231117_151607_frame_388
929,929_20231117_151607_frame_180
929,929_20231117_151607_frame_358
929,929_20231117_151607_frame_472
929,929_20231117_151607_frame_276
929,929_20231117_151607_frame_435
929,929_20231117_151607_frame_98
929,929_20231117_151607_frame_144
929,929_20231117_151607_frame_135
929,929_20231117_151607_frame_24
929,929_20231117_151607_frame_325
929,929_20231117_151607_frame_266
929,929_20231117_151607_frame_369
929,929_20231117_151607_frame_313
929,929_20231117_151607_frame_62
929,929_20231117_151607_frame_444
929,929_20231117_151607_frame_354
929,929_20231117_151607_frame_398
929,929_20231117_151607_frame_39
929,929_20231117_151607_frame_279
929,929_20231117_151607_frame_351
929,929_20231117_151607_frame_2
929,929_20231117_151607_frame_411
929,929_20231117_151607_frame_196
929,929_20231117_151607_frame_514
948,948_20231117_135427_frame_95
948,948_20231117_135427_frame_250
948,948_20231117_135427_frame_213
948,948_20231117_135427_frame_174
948,948_20231117_135427_frame_66
948,948_20231117_135427_frame_63
948,948_20231117_135427_frame_238
948,948_20231117_135427_frame_185
948,948_20231117_135427_frame_147
948,948_20231117_135427_frame_233
948,948_20231117_135427_frame_180
948,948_20231117_135427_frame_221
948,948_20231117_135427_frame_44
948,948_20231117_135427_frame_99
948,948_20231117_135427_frame_191
948,948_20231117_135427_frame_242
948,948_20231117_135427_frame_248
948,948_20231117_135427_frame_193
948,948_20231117_135427_frame_251
948,948_20231117_135427_frame_84
948,948_20231117_135427_frame_15
948,948_20231117_135427_frame_35
948,948_20231117_135427_frame_104
948,948_20231117_135427_frame_206
948,948_20231117_135427_frame_25
948,948_20231117_135427_frame_51
948,948_20231117_135427_frame_30
948,948_20231117_135427_frame_18
948,948_20231117_135427_frame_167
948,948_20231117_135427_frame_76
970,970_20231117_150812_frame_137
970,970_20231117_150812_frame_172
970,970_20231117_150812_frame_271
970,970_20231117_150812_frame_676
970,970_20231117_150812_frame_544
970,970_20231117_150812_frame_273
970,970_20231117_150812_frame_569
970,970_20231117_150812_frame_90
970,970_20231117_150812_frame_612
970,970_20231117_150812_frame_294
970,970_20231117_150812_frame_301
970,970_20231117_150812_frame_488
970,970_20231117_150812_frame_590
970,970_20231117_150812_frame_534
970,970_20231117_150812_frame_149
970,970_20231117_150812_frame_469
970,970_20231117_150812_frame_326
970,970_20231117_150812_frame_72
970,970_20231117_150812_frame_315
970,970_20231117_150812_frame_560
970,970_20231117_150812_frame_567
970,970_20231117_150812_frame_450
970,970_20231117_150812_frame_173
970,970_20231117_150812_frame_428
970,970_20231117_150812_frame_523
970,970_20231117_150812_frame_627
970,970_20231117_150812_frame_250
970,970_20231117_150812_frame_154
970,970_20231117_150812_frame_525
970,970_20231117_150812_frame_623
973,973_20231117_135700_frame_359
973,973_20231117_135700_frame_1401
973,973_20231117_135700_frame_643
973,973_20231117_135700_frame_924
973,973_20231117_135700_frame_947
973,973_20231117_135700_frame_786
973,973_20231117_135700_frame_434
973,973_20231117_135700_frame_14
973,973_20231117_135700_frame_692
973,973_20231117_135700_frame_719
973,973_20231117_135700_frame_669
973,973_20231117_135700_frame_620
973,973_20231117_135700_frame_926
973,973_20231117_135700_frame_1389
973,973_20231117_135700_frame_969
973,973_20231117_135700_frame_392
973,973_20231117_135700_frame_875
973,973_20231117_135700_frame_570
973,973_20231117_135700_frame_1103
973,973_20231117_135700_frame_352
973,973_20231117_135700_frame_923
973,973_20231117_135700_frame_1029
973,973_20231117_135700_frame_5
973,973_20231117_135700_frame_902
973,973_20231117_135700_frame_155
973,973_20231117_135700_frame_172
973,973_20231117_135700_frame_1194
973,973_20231117_135700_frame_1199
973,973_20231117_135700_frame_608
973,973_20231117_135700_frame_422
975,975_20231117_173846_frame_124
975,975_20231117_173846_frame_420
975,975_20231117_173846_frame_147
975,975_20231117_173846_frame_546
975,975_20231117_173846_frame_489
975,975_20231117_173846_frame_146
975,975_20231117_173846_frame_175
975,975_20231117_173846_frame_584
975,975_20231117_173846_frame_76
975,975_20231117_173846_frame_144
975,975_20231117_173846_frame_431
975,975_20231117_173846_frame_223
975,975_20231117_173846_frame_52
975,975_20231117_173846_frame_345
975,975_20231117_173846_frame_72
975,975_20231117_173846_frame_373
975,975_20231117_173846_frame_574
975,975_20231117_173846_frame_362
975,975_20231117_173846_frame_304
975,975_20231117_173846_frame_63
975,975_20231117_173846_frame_602
975,975_20231117_173846_frame_57
975,975_20231117_173846_frame_544
975,975_20231117_173846_frame_215
975,975_20231117_173846_frame_70
975,975_20231117_173846_frame_573
975,975_20231117_173846_frame_97
975,975_20231117_173846_frame_14
975,975_20231117_173846_frame_252
975,975_20231117_173846_frame_600
978,978_20231117_170827_frame_7
978,978_20231117_170827_frame_68
978,978_20231117_170827_frame_86
978,978_20231117_170827_frame_399
978,978_20231117_170827_frame_31
978,978_20231117_170827_frame_366
978,978_20231117_170827_frame_292
978,978_20231117_170827_frame_262
978,978_20231117_170827_frame_96
978,978_20231117_170827_frame_371
978,978_20231117_170827_frame_70
978,978_20231117_170827_frame_257
978,978_20231117_170827_frame_323
978,978_20231117_170827_frame_138
978,978_20231117_170827_frame_307
978,978_20231117_170827_frame_35
978,978_20231117_170827_frame_33
978,978_20231117_170827_frame_443
978,978_20231117_170827_frame_91
978,978_20231117_170827_frame_118
978,978_20231117_170827_frame_225
978,978_20231117_170827_frame_197
978,978_20231117_170827_frame_310
978,978_20231117_170827_frame_283
978,978_20231117_170827_frame_419
978,978_20231117_170827_frame_74
978,978_20231117_170827_frame_144
978,978_20231117_170827_frame_424
978,978_20231117_170827_frame_28
978,978_20231117_170827_frame_146
981,981_20231117_133039_frame_621
981,981_20231117_133039_frame_149
981,981_20231117_133039_frame_526
981,981_20231117_133039_frame_676
981,981_20231117_133039_frame_542
981,981_20231117_133039_frame_127
981,981_20231117_133039_frame_85
981,981_20231117_133039_frame_98
981,981_20231117_133039_frame_691
981,981_20231117_133039_frame_388
981,981_20231117_133039_frame_192
981,981_20231117_133039_frame_294
981,981_20231117_133039_frame_179
981,981_20231117_133039_frame_514
981,981_20231117_133039_frame_264
981,981_20231117_133039_frame_67
981,981_20231117_133039_frame_439
981,981_20231117_133039_frame_414
981,981_20231117_133039_frame_273
981,981_20231117_133039_frame_32
981,981_20231117_133039_frame_298
981,981_20231117_133039_frame_2
981,981_20231117_133039_frame_142
981,981_20231117_133039_frame_641
981,981_20231117_133039_frame_221
981,981_20231117_133039_frame_552
981,981_20231117_133039_frame_413
981,981_20231117_133039_frame_15
981,981_20231117_133039_frame_570
981,981_20231117_133039_frame_314
1003,1003_20231117_163646_frame_238
1003,1003_20231117_163646_frame_15
1003,1003_20231117_163646_frame_159
1003,1003_20231117_163646_frame_221
1003,1003_20231117_163646_frame_149
1003,1003_20231117_163646_frame_251
1003,1003_20231117_163646_frame_271
1003,1003_20231117_163646_frame_267
1003,1003_20231117_163646_frame_216
1003,1003_20231117_163646_frame_201
1003,1003_20231117_163646_frame_118
1003,1003_20231117_163646_frame_163
1003,1003_20231117_163646_frame_42
1003,1003_20231117_163646_frame_70
1003,1003_20231117_163646_frame_69
1003,1003_20231117_163646_frame_261
1003,1003_20231117_163646_frame_51
1003,1003_20231117_163646_frame_83
1003,1003_20231117_163646_frame_143
1003,1003_20231117_163646_frame_26
1003,1003_20231117_163646_frame_237
1003,1003_20231117_163646_frame_137
1003,1003_20231117_163646_frame_34
1003,1003_20231117_163646_frame_223
1003,1003_20231117_163646_frame_121
1003,1003_20231117_163646_frame_25
1003,1003_20231117_163646_frame_185
1003,1003_20231117_163646_frame_204
1003,1003_20231117_163646_frame_21
1003,1003_20231117_163646_frame_187
1039,1039_20231117_120824_frame_124
1039,1039_20231117_120824_frame_381
1039,1039_20231117_120824_frame_147
1039,1039_20231117_120824_frame_543
1039,1039_20231117_120824_frame_98
1039,1039_20231117_120824_frame_146
1039,1039_20231117_120824_frame_175
1039,1039_20231117_120824_frame_581
1039,1039_20231117_120824_frame_385
1039,1039_20231117_120824_frame_144
1039,1039_20231117_120824_frame_395
1039,1039_20231117_120824_frame_468
1039,1039_20231117_120824_frame_517
1039,1039_20231117_120824_frame_549
1039,1039_20231117_120824_frame_352
1039,1039_20231117_120824_frame_398
1039,1039_20231117_120824_frame_587
1039,1039_20231117_120824_frame_547
1039,1039_20231117_120824_frame_506
1039,1039_20231117_120824_frame_545
1039,1039_20231117_120824_frame_592
1039,1039_20231117_120824_frame_345
1039,1039_20231117_120824_frame_207
1039,1039_20231117_120824_frame_594
1039,1039_20231117_120824_frame_424
1039,1039_20231117_120824_frame_570
1039,1039_20231117_120824_frame_596
1039,1039_20231117_120824_frame_14
1039,1039_20231117_120824_frame_350
1039,1039_20231117_120824_frame_477
1040,1040_20231117_172657_frame_218
1040,1040_20231117_172657_frame_731
1040,1040_20231117_172657_frame_315
1040,1040_20231117_172657_frame_79
1040,1040_20231117_172657_frame_741
1040,1040_20231117_172657_frame_687
1040,1040_20231117_172657_frame_354
1040,1040_20231117_172657_frame_665
1040,1040_20231117_172657_frame_735
1040,1040_20231117_172657_frame_316
1040,1040_20231117_172657_frame_856
1040,1040_20231117_172657_frame_604
1040,1040_20231117_172657_frame_880
1040,1040_20231117_172657_frame_420
1040,1040_20231117_172657_frame_875
1040,1040_20231117_172657_frame_644
1040,1040_20231117_172657_frame_260
1040,1040_20231117_172657_frame_825
1040,1040_20231117_172657_frame_870
1040,1040_20231117_172657_frame_750
1040,1040_20231117_172657_frame_391
1040,1040_20231117_172657_frame_244
1040,1040_20231117_172657_frame_714
1040,1040_20231117_172657_frame_767
1040,1040_20231117_172657_frame_588
1040,1040_20231117_172657_frame_572
1040,1040_20231117_172657_frame_232
1040,1040_20231117_172657_frame_780
1040,1040_20231117_172657_frame_810
1040,1040_20231117_172657_frame_237
1057,1057_20231117_140050_frame_457
1057,1057_20231117_140050_frame_191
1057,1057_20231117_140050_frame_21
1057,1057_20231117_140050_frame_583
1057,1057_20231117_140050_frame_548
1057,1057_20231117_140050_frame_35
1057,1057_20231117_140050_frame_550
1057,1057_20231117_140050_frame_543
1057,1057_20231117_140050_frame_147
1057,1057_20231117_140050_frame_142
1057,1057_20231117_140050_frame_622
1057,1057_20231117_140050_frame_589
1057,1057_20231117_140050_frame_600
1057,1057_20231117_140050_frame_280
1057,1057_20231117_140050_frame_573
1057,1057_20231117_140050_frame_498
1057,1057_20231117_140050_frame_577
1057,1057_20231117_140050_frame_138
1057,1057_20231117_140050_frame_93
