cow,filename,date,computer,group,fold_group,set_name
1116,1116_20231117_141845_frame_801,20231117,maria,D,1,train
1116,1116_20231117_141845_frame_820,20231117,maria,D,1,train
1116,1116_20231117_141845_frame_840,20231117,maria,D,1,train
1116,1116_20231117_141845_frame_871,20231117,maria,D,1,train
1116,1116_20231117_141845_frame_873,20231117,maria,D,1,train
1116,1116_20231117_141845_frame_910,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_494,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_501,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_503,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_517,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_539,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_566,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_568,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_574,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_590,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_612,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_627,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_636,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_642,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_646,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_669,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_682,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_731,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_734,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_752,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_760,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_779,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_783,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_785,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_799,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_802,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_808,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_812,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_823,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_843,20231117,maria,D,1,train
1281,1281_20231117_111109_frame_844,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_12,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_132,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_163,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_18,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_197,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_205,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_208,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_219,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_242,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_244,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_25,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_255,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_312,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_320,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_324,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_333,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_409,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_448,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_506,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_536,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_549,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_556,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_57,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_575,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_590,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_595,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_609,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_623,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_652,20231117,maria,D,1,train
1295,1295_20231117_130928_frame_716,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_137,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_153,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_168,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_172,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_187,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_250,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_255,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_256,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_310,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_319,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_320,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_321,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_335,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_338,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_339,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_344,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_363,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_373,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_374,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_389,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_391,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_397,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_398,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_430,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_44,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_496,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_524,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_74,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_76,20231117,maria,D,1,train
1335,1335_20231117_121441_frame_82,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_120,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_133,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_165,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_181,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_195,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_209,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_22,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_221,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_237,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_248,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_299,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_323,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_336,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_396,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_399,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_403,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_453,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_484,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_504,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_565,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_573,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_585,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_612,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_625,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_642,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_647,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_657,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_694,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_82,20231117,maria,D,1,train
1354,1354_20231117_125009_frame_97,20231117,maria,D,1,train
778,778_20231117_140227_frame_124,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_164,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_175,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_189,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_21,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_218,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_228,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_239,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_275,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_31,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_33,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_331,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_394,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_421,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_485,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_487,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_495,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_509,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_512,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_53,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_540,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_543,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_546,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_592,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_597,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_598,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_601,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_610,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_612,20231117,guilherme,C,1,train
778,778_20231117_140227_frame_95,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_2,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_236,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_240,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_241,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_246,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_248,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_252,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_258,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_266,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_267,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_273,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_297,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_32,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_324,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_343,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_350,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_357,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_366,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_369,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_37,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_371,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_378,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_387,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_418,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_419,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_425,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_441,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_459,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_466,20231117,guilherme,C,1,train
856,856_20231117_152520_frame_97,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_124,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_135,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_146,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_147,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_196,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_22,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_225,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_233,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_279,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_312,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_332,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_340,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_355,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_372,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_386,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_39,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_40,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_405,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_42,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_420,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_467,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_471,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_478,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_487,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_5,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_524,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_530,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_532,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_557,20231117,guilherme,C,1,train
922,922_20231117_141213_frame_76,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_127,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_142,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_149,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_15,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_179,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_192,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_2,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_221,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_264,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_273,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_294,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_298,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_314,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_32,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_388,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_413,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_414,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_439,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_514,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_526,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_542,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_552,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_570,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_621,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_641,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_67,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_676,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_691,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_85,20231117,guilherme,C,1,train
981,981_20231117_133039_frame_98,20231117,guilherme,C,1,train
125,20210625_125_under_105,20210625,lab,A,1,train
125,20210625_125_under_112,20210625,lab,A,1,train
125,20210625_125_under_116,20210625,lab,A,1,train
125,20210625_125_under_13,20210625,lab,A,1,train
125,20210625_125_under_130,20210625,lab,A,1,train
125,20210625_125_under_132,20210625,lab,A,1,train
125,20210625_125_under_135,20210625,lab,A,1,train
125,20210625_125_under_137,20210625,lab,A,1,train
125,20210625_125_under_139,20210625,lab,A,1,train
125,20210625_125_under_14,20210625,lab,A,1,train
125,20210625_125_under_140,20210625,lab,A,1,train
125,20210625_125_under_145,20210625,lab,A,1,train
125,20210625_125_under_15,20210625,lab,A,1,train
125,20210625_125_under_17,20210625,lab,A,1,train
125,20210625_125_under_20,20210625,lab,A,1,train
125,20210625_125_under_31,20210625,lab,A,1,train
125,20210625_125_under_36,20210625,lab,A,1,train
125,20210625_125_under_42,20210625,lab,A,1,train
125,20210625_125_under_44,20210625,lab,A,1,train
125,20210625_125_under_454,20210625,lab,A,1,train
125,20210625_125_under_464,20210625,lab,A,1,train
125,20210625_125_under_467,20210625,lab,A,1,train
125,20210625_125_under_472,20210625,lab,A,1,train
125,20210625_125_under_473,20210625,lab,A,1,train
125,20210625_125_under_476,20210625,lab,A,1,train
125,20210625_125_under_479,20210625,lab,A,1,train
125,20210625_125_under_491,20210625,lab,A,1,train
125,20210625_125_under_494,20210625,lab,A,1,train
125,20210625_125_under_5,20210625,lab,A,1,train
125,20210625_125_under_52,20210625,lab,A,1,train
125,20210625_125_under_54,20210625,lab,A,1,train
125,20210625_125_under_57,20210625,lab,A,1,train
125,20210625_125_under_59,20210625,lab,A,1,train
125,20210625_125_under_73,20210625,lab,A,1,train
125,20210625_125_under_8,20210625,lab,A,1,train
161,20210625_161_under_110,20210625,lab,A,1,train
161,20210625_161_under_117,20210625,lab,A,1,train
161,20210625_161_under_122,20210625,lab,A,1,train
161,20210625_161_under_126,20210625,lab,A,1,train
161,20210625_161_under_127,20210625,lab,A,1,train
161,20210625_161_under_128,20210625,lab,A,1,train
161,20210625_161_under_132,20210625,lab,A,1,train
161,20210625_161_under_135,20210625,lab,A,1,train
161,20210625_161_under_137,20210625,lab,A,1,train
161,20210625_161_under_138,20210625,lab,A,1,train
161,20210625_161_under_139,20210625,lab,A,1,train
161,20210625_161_under_141,20210625,lab,A,1,train
161,20210625_161_under_146,20210625,lab,A,1,train
161,20210625_161_under_148,20210625,lab,A,1,train
161,20210625_161_under_149,20210625,lab,A,1,train
161,20210625_161_under_178,20210625,lab,A,1,train
161,20210625_161_under_184,20210625,lab,A,1,train
161,20210625_161_under_193,20210625,lab,A,1,train
161,20210625_161_under_196,20210625,lab,A,1,train
161,20210625_161_under_204,20210625,lab,A,1,train
161,20210625_161_under_214,20210625,lab,A,1,train
161,20210625_161_under_217,20210625,lab,A,1,train
161,20210625_161_under_218,20210625,lab,A,1,train
161,20210625_161_under_219,20210625,lab,A,1,train
161,20210625_161_under_226,20210625,lab,A,1,train
161,20210625_161_under_231,20210625,lab,A,1,train
161,20210625_161_under_232,20210625,lab,A,1,train
161,20210625_161_under_233,20210625,lab,A,1,train
161,20210625_161_under_234,20210625,lab,A,1,train
161,20210625_161_under_235,20210625,lab,A,1,train
161,20210625_161_under_240,20210625,lab,A,1,train
161,20210625_161_under_33,20210625,lab,A,1,train
161,20210625_161_under_40,20210625,lab,A,1,train
161,20210625_161_under_42,20210625,lab,A,1,train
161,20210625_161_under_43,20210625,lab,A,1,train
7916,20210625_7916_under_10,20210625,lab,A,1,train
7916,20210625_7916_under_186,20210625,lab,A,1,train
7916,20210625_7916_under_187,20210625,lab,A,1,train
7916,20210625_7916_under_191,20210625,lab,A,1,train
7916,20210625_7916_under_195,20210625,lab,A,1,train
7916,20210625_7916_under_199,20210625,lab,A,1,train
7916,20210625_7916_under_200,20210625,lab,A,1,train
7916,20210625_7916_under_206,20210625,lab,A,1,train
7916,20210625_7916_under_208,20210625,lab,A,1,train
7916,20210625_7916_under_240,20210625,lab,A,1,train
7916,20210625_7916_under_246,20210625,lab,A,1,train
7916,20210625_7916_under_252,20210625,lab,A,1,train
7916,20210625_7916_under_255,20210625,lab,A,1,train
7916,20210625_7916_under_258,20210625,lab,A,1,train
7916,20210625_7916_under_261,20210625,lab,A,1,train
7916,20210625_7916_under_267,20210625,lab,A,1,train
7916,20210625_7916_under_268,20210625,lab,A,1,train
7916,20210625_7916_under_269,20210625,lab,A,1,train
7916,20210625_7916_under_271,20210625,lab,A,1,train
7916,20210625_7916_under_274,20210625,lab,A,1,train
7916,20210625_7916_under_278,20210625,lab,A,1,train
7916,20210625_7916_under_286,20210625,lab,A,1,train
7916,20210625_7916_under_288,20210625,lab,A,1,train
7916,20210625_7916_under_289,20210625,lab,A,1,train
7916,20210625_7916_under_295,20210625,lab,A,1,train
7916,20210625_7916_under_298,20210625,lab,A,1,train
7916,20210625_7916_under_3,20210625,lab,A,1,train
7916,20210625_7916_under_300,20210625,lab,A,1,train
7916,20210625_7916_under_306,20210625,lab,A,1,train
7916,20210625_7916_under_308,20210625,lab,A,1,train
7916,20210625_7916_under_309,20210625,lab,A,1,train
7916,20210625_7916_under_310,20210625,lab,A,1,train
7916,20210625_7916_under_316,20210625,lab,A,1,train
7916,20210625_7916_under_318,20210625,lab,A,1,train
7916,20210625_7916_under_322,20210625,lab,A,1,train
8753,20210625_8753_under_111,20210625,lab,A,1,train
8753,20210625_8753_under_139,20210625,lab,A,1,train
8753,20210625_8753_under_146,20210625,lab,A,1,train
8753,20210625_8753_under_147,20210625,lab,A,1,train
8753,20210625_8753_under_148,20210625,lab,A,1,train
8753,20210625_8753_under_149,20210625,lab,A,1,train
8753,20210625_8753_under_153,20210625,lab,A,1,train
8753,20210625_8753_under_158,20210625,lab,A,1,train
8753,20210625_8753_under_159,20210625,lab,A,1,train
8753,20210625_8753_under_161,20210625,lab,A,1,train
8753,20210625_8753_under_162,20210625,lab,A,1,train
8753,20210625_8753_under_165,20210625,lab,A,1,train
8753,20210625_8753_under_167,20210625,lab,A,1,train
8753,20210625_8753_under_170,20210625,lab,A,1,train
8753,20210625_8753_under_171,20210625,lab,A,1,train
8753,20210625_8753_under_172,20210625,lab,A,1,train
8753,20210625_8753_under_175,20210625,lab,A,1,train
8753,20210625_8753_under_176,20210625,lab,A,1,train
8753,20210625_8753_under_178,20210625,lab,A,1,train
8753,20210625_8753_under_179,20210625,lab,A,1,train
8753,20210625_8753_under_180,20210625,lab,A,1,train
8753,20210625_8753_under_181,20210625,lab,A,1,train
8753,20210625_8753_under_182,20210625,lab,A,1,train
8753,20210625_8753_under_183,20210625,lab,A,1,train
8753,20210625_8753_under_184,20210625,lab,A,1,train
8753,20210625_8753_under_186,20210625,lab,A,1,train
8753,20210625_8753_under_187,20210625,lab,A,1,train
8753,20210625_8753_under_188,20210625,lab,A,1,train
8753,20210625_8753_under_190,20210625,lab,A,1,train
8753,20210625_8753_under_191,20210625,lab,A,1,train
8753,20210625_8753_under_197,20210625,lab,A,1,train
8753,20210625_8753_under_199,20210625,lab,A,1,train
8753,20210625_8753_under_206,20210625,lab,A,1,train
8753,20210625_8753_under_207,20210625,lab,A,1,train
8753,20210625_8753_under_208,20210625,lab,A,1,train
9081,20210625_9081_under_107,20210625,lab,A,1,train
9081,20210625_9081_under_116,20210625,lab,A,1,train
9081,20210625_9081_under_118,20210625,lab,A,1,train
9081,20210625_9081_under_119,20210625,lab,A,1,train
9081,20210625_9081_under_124,20210625,lab,A,1,train
9081,20210625_9081_under_126,20210625,lab,A,1,train
9081,20210625_9081_under_127,20210625,lab,A,1,train
9081,20210625_9081_under_134,20210625,lab,A,1,train
9081,20210625_9081_under_137,20210625,lab,A,1,train
9081,20210625_9081_under_139,20210625,lab,A,1,train
9081,20210625_9081_under_140,20210625,lab,A,1,train
9081,20210625_9081_under_16,20210625,lab,A,1,train
9081,20210625_9081_under_17,20210625,lab,A,1,train
9081,20210625_9081_under_18,20210625,lab,A,1,train
9081,20210625_9081_under_19,20210625,lab,A,1,train
9081,20210625_9081_under_20,20210625,lab,A,1,train
9081,20210625_9081_under_25,20210625,lab,A,1,train
9081,20210625_9081_under_308,20210625,lab,A,1,train
9081,20210625_9081_under_313,20210625,lab,A,1,train
9081,20210625_9081_under_32,20210625,lab,A,1,train
9081,20210625_9081_under_320,20210625,lab,A,1,train
9081,20210625_9081_under_324,20210625,lab,A,1,train
9081,20210625_9081_under_331,20210625,lab,A,1,train
9081,20210625_9081_under_335,20210625,lab,A,1,train
9081,20210625_9081_under_343,20210625,lab,A,1,train
9081,20210625_9081_under_350,20210625,lab,A,1,train
9081,20210625_9081_under_49,20210625,lab,A,1,train
9081,20210625_9081_under_71,20210625,lab,A,1,train
9081,20210625_9081_under_72,20210625,lab,A,1,train
9081,20210625_9081_under_73,20210625,lab,A,1,train
9081,20210625_9081_under_79,20210625,lab,A,1,train
9081,20210625_9081_under_82,20210625,lab,A,1,train
9081,20210625_9081_under_86,20210625,lab,A,1,train
9081,20210625_9081_under_87,20210625,lab,A,1,train
9081,20210625_9081_under_89,20210625,lab,A,1,train
