animal_number,date,dim,lactation_number,LR,RF,RR,LF,All,udder,dudder,dtnf_lr,dtnf_lf,dtnf_rf,dtnf_rr
254,2022-12-07,24,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-08,25,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-09,26,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-10,27,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-11,28,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-12,29,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-13,30,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-14,31,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-15,32,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-16,33,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-17,34,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-18,35,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-19,36,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-20,37,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-21,38,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-22,39,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-23,40,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-24,41,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-25,42,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-26,43,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-27,44,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-28,45,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-29,46,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-30,47,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2022-12-31,48,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-01,49,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-02,50,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-03,51,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-04,52,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-05,53,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-06,54,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-07,55,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-08,56,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-09,57,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-10,58,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-11,59,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-12,60,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-13,61,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-14,62,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-15,63,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-16,64,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-17,65,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-18,66,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-19,67,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-20,68,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-21,69,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-22,70,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-23,71,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-24,72,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-25,73,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-26,74,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-27,75,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-28,76,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-29,77,7,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,1
254,2023-01-30,78,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-01-31,79,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-01,80,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-02,81,7,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,1
254,2023-02-03,82,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-04,83,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-05,84,7,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,1
254,2023-02-06,85,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-07,86,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-08,87,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-09,88,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-10,89,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-11,90,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-12,91,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-13,92,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-14,93,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-15,94,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-16,95,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-17,96,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-18,97,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-19,98,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-20,99,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-21,100,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-22,101,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-23,102,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-24,103,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-25,104,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-26,105,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-27,106,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-02-28,107,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-01,108,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-02,109,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-03,110,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-04,111,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-05,112,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-06,113,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-07,114,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-08,115,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-09,116,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-10,117,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-11,118,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-12,119,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-13,120,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-14,121,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-15,122,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-16,123,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-17,124,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-18,125,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-19,126,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-20,127,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-21,128,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-22,129,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-23,130,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-24,131,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-25,132,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-26,133,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-27,134,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-28,135,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-29,136,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-30,137,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-03-31,138,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-01,139,7,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,1,0
254,2023-04-02,140,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-03,141,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-04,142,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-05,143,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-06,144,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-07,145,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-08,146,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-09,147,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-10,148,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-11,149,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-12,150,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-13,151,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-14,152,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-15,153,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-16,154,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-17,155,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-18,156,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-19,157,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-20,158,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-21,159,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-22,160,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-23,161,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-24,162,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-25,163,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-26,164,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-27,165,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-28,166,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-29,167,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-04-30,168,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-01,169,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-02,170,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-03,171,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-04,172,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-05,173,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-06,174,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-07,175,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-08,176,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-09,177,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-10,178,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-11,179,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-12,180,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-13,181,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-14,182,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-15,183,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-16,184,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-17,185,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-18,186,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-19,187,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-20,188,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-21,189,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-22,190,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-23,191,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-24,192,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-25,193,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-26,194,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-27,195,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-28,196,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-29,197,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-30,198,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-05-31,199,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-01,200,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-02,201,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-03,202,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-04,203,7,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,1,0
254,2023-06-05,204,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-06,205,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-07,206,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-08,207,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-09,208,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-10,209,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-11,210,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-12,211,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-13,212,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-14,213,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-15,214,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-16,215,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-17,216,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-18,217,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-19,218,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-20,219,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-21,220,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-22,221,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-23,222,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-24,223,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-25,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-26,225,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-27,226,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-28,227,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-29,228,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-06-30,229,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-01,230,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-02,231,7,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,1
254,2023-07-03,232,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-04,233,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-05,234,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-06,235,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-07,236,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-08,237,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-09,238,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-10,239,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-11,240,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-12,241,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-13,242,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-14,243,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-15,244,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-16,245,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-17,246,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-18,247,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-19,248,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-20,249,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-21,250,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-22,251,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-23,252,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-24,253,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-25,254,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-26,255,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-27,256,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-28,257,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-29,258,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-30,259,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-07-31,260,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-01,261,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-02,262,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-03,263,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-04,264,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-05,265,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-06,266,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-07,267,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-08,268,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-09,269,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-10,270,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-11,271,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-12,272,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-13,273,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-14,274,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-15,275,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-16,276,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-17,277,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-18,278,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-19,279,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-20,280,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-21,281,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-22,282,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-23,283,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-24,284,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-25,285,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-26,286,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-27,287,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-28,288,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-29,289,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-30,290,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-08-31,291,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-09-01,292,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-09-02,293,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,2023-09-03,294,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
