cow,group,frame_class,date,computer,filename,fold_group,set_name
125,A,1,20210625,lab,20210625_125_under_451,3,test
125,A,1,20210625,lab,20210625_125_under_124,3,test
125,A,1,20210625,lab,20210625_125_under_137,3,test
125,A,1,20210625,lab,20210625_125_under_151,3,test
125,A,1,20210625,lab,20210625_125_under_487,3,test
125,A,1,20210625,lab,20210625_125_under_457,3,test
125,A,1,20210625,lab,20210625_125_under_73,3,test
125,A,1,20210625,lab,20210625_125_under_125,3,test
125,A,1,20210625,lab,20210625_125_under_48,3,test
125,A,1,20210625,lab,20210625_125_under_140,3,test
125,A,1,20210625,lab,20210625_125_under_38,3,test
125,A,1,20210625,lab,20210625_125_under_120,3,test
125,A,1,20210625,lab,20210625_125_under_152,3,test
125,A,1,20210625,lab,20210625_125_under_153,3,test
125,A,1,20210625,lab,20210625_125_under_29,3,test
125,A,1,20210625,lab,20210625_125_under_444,3,test
125,A,1,20210625,lab,20210625_125_under_466,3,test
125,A,1,20210625,lab,20210625_125_under_469,3,test
125,A,1,20210625,lab,20210625_125_under_15,3,test
125,A,1,20210625,lab,20210625_125_under_483,3,test
125,A,1,20210625,lab,20210625_125_under_79,3,test
125,A,1,20210625,lab,20210625_125_under_14,3,test
125,A,1,20210625,lab,20210625_125_under_481,3,test
125,A,1,20210625,lab,20210625_125_under_18,3,test
125,A,1,20210625,lab,20210625_125_under_122,3,test
125,A,1,20210625,lab,20210625_125_under_10,3,test
125,A,1,20210625,lab,20210625_125_under_65,3,test
125,A,1,20210625,lab,20210625_125_under_80,3,test
125,A,1,20210625,lab,20210625_125_under_150,3,test
125,A,1,20210625,lab,20210625_125_under_493,3,test
125,A,1,20210625,lab,20210625_125_under_486,3,test
125,A,1,20210625,lab,20210625_125_under_35,3,test
125,A,1,20210625,lab,20210625_125_under_41,3,test
125,A,1,20210625,lab,20210625_125_under_17,3,test
125,A,1,20210625,lab,20210625_125_under_75,3,test
125,A,1,20210625,lab,20210625_125_under_143,3,test
125,A,1,20210625,lab,20210625_125_under_76,3,test
125,A,1,20210625,lab,20210625_125_under_19,3,test
125,A,1,20210625,lab,20210625_125_under_147,3,test
125,A,1,20210625,lab,20210625_125_under_69,3,test
125,A,1,20210625,lab,20210625_125_under_112,3,test
125,A,1,20210625,lab,20210625_125_under_453,3,test
125,A,1,20210625,lab,20210625_125_under_148,3,test
125,A,1,20210625,lab,20210625_125_under_45,3,test
125,A,1,20210625,lab,20210625_125_under_454,3,test
125,A,1,20210625,lab,20210625_125_under_119,3,test
125,A,1,20210625,lab,20210625_125_under_59,3,test
125,A,1,20210625,lab,20210625_125_under_458,3,test
125,A,1,20210625,lab,20210625_125_under_68,3,test
125,A,1,20210625,lab,20210625_125_under_473,3,test
125,A,1,20210625,lab,20210625_125_under_107,3,test
125,A,1,20210625,lab,20210625_125_under_26,3,test
125,A,1,20210625,lab,20210625_125_under_37,3,test
125,A,1,20210625,lab,20210625_125_under_115,3,test
125,A,1,20210625,lab,20210625_125_under_490,3,test
125,A,1,20210625,lab,20210625_125_under_110,3,test
125,A,1,20210625,lab,20210625_125_under_480,3,test
125,A,1,20210625,lab,20210625_125_under_77,3,test
125,A,1,20210625,lab,20210625_125_under_61,3,test
125,A,1,20210625,lab,20210625_125_under_134,3,test
125,A,1,20210625,lab,20210625_125_under_105,3,test
125,A,1,20210625,lab,20210625_125_under_31,3,test
125,A,1,20210625,lab,20210625_125_under_57,3,test
125,A,1,20210625,lab,20210625_125_under_40,3,test
125,A,1,20210625,lab,20210625_125_under_452,3,test
125,A,1,20210625,lab,20210625_125_under_492,3,test
125,A,1,20210625,lab,20210625_125_under_54,3,test
125,A,1,20210625,lab,20210625_125_under_62,3,test
125,A,1,20210625,lab,20210625_125_under_27,3,test
125,A,1,20210625,lab,20210625_125_under_146,3,test
125,A,1,20210625,lab,20210625_125_under_12,3,test
125,A,1,20210625,lab,20210625_125_under_133,3,test
125,A,1,20210625,lab,20210625_125_under_25,3,test
125,A,1,20210625,lab,20210625_125_under_33,3,test
125,A,1,20210625,lab,20210625_125_under_128,3,test
125,A,1,20210625,lab,20210625_125_under_16,3,test
125,A,1,20210625,lab,20210625_125_under_9,3,test
125,A,1,20210625,lab,20210625_125_under_24,3,test
125,A,1,20210625,lab,20210625_125_under_149,3,test
125,A,1,20210625,lab,20210625_125_under_121,3,test
125,A,1,20210625,lab,20210625_125_under_6,3,test
125,A,1,20210625,lab,20210625_125_under_3,3,test
125,A,1,20210625,lab,20210625_125_under_135,3,test
125,A,1,20210625,lab,20210625_125_under_489,3,test
125,A,1,20210625,lab,20210625_125_under_64,3,test
125,A,1,20210625,lab,20210625_125_under_78,3,test
125,A,1,20210625,lab,20210625_125_under_2,3,test
125,A,1,20210625,lab,20210625_125_under_470,3,test
125,A,1,20210625,lab,20210625_125_under_67,3,test
125,A,1,20210625,lab,20210625_125_under_66,3,test
125,A,1,20210625,lab,20210625_125_under_56,3,test
125,A,1,20210625,lab,20210625_125_under_36,3,test
125,A,1,20210625,lab,20210625_125_under_477,3,test
125,A,1,20210625,lab,20210625_125_under_471,3,test
125,A,1,20210625,lab,20210625_125_under_476,3,test
125,A,1,20210625,lab,20210625_125_under_47,3,test
125,A,1,20210625,lab,20210625_125_under_7,3,test
125,A,1,20210625,lab,20210625_125_under_30,3,test
125,A,1,20210625,lab,20210625_125_under_130,3,test
125,A,1,20210625,lab,20210625_125_under_474,3,test
125,A,1,20210625,lab,20210625_125_under_46,3,test
125,A,1,20210625,lab,20210625_125_under_462,3,test
125,A,1,20210625,lab,20210625_125_under_113,3,test
125,A,1,20210625,lab,20210625_125_under_123,3,test
125,A,1,20210625,lab,20210625_125_under_155,3,test
125,A,1,20210625,lab,20210625_125_under_142,3,test
125,A,1,20210625,lab,20210625_125_under_132,3,test
125,A,1,20210625,lab,20210625_125_under_58,3,test
125,A,1,20210625,lab,20210625_125_under_55,3,test
125,A,1,20210625,lab,20210625_125_under_144,3,test
125,A,1,20210625,lab,20210625_125_under_494,3,test
125,A,1,20210625,lab,20210625_125_under_11,3,test
125,A,1,20210625,lab,20210625_125_under_51,3,test
125,A,1,20210625,lab,20210625_125_under_43,3,test
125,A,1,20210625,lab,20210625_125_under_114,3,test
125,A,1,20210625,lab,20210625_125_under_450,3,test
125,A,1,20210625,lab,20210625_125_under_116,3,test
125,A,1,20210625,lab,20210625_125_under_74,3,test
125,A,1,20210625,lab,20210625_125_under_39,3,test
125,A,1,20210625,lab,20210625_125_under_42,3,test
125,A,1,20210625,lab,20210625_125_under_131,3,test
125,A,1,20210625,lab,20210625_125_under_32,3,test
125,A,1,20210625,lab,20210625_125_under_44,3,test
125,A,1,20210625,lab,20210625_125_under_484,3,test
125,A,1,20210625,lab,20210625_125_under_478,3,test
125,A,1,20210625,lab,20210625_125_under_22,3,test
125,A,1,20210625,lab,20210625_125_under_111,3,test
125,A,1,20210625,lab,20210625_125_under_464,3,test
125,A,1,20210625,lab,20210625_125_under_463,3,test
125,A,1,20210625,lab,20210625_125_under_456,3,test
125,A,1,20210625,lab,20210625_125_under_488,3,test
125,A,1,20210625,lab,20210625_125_under_72,3,test
125,A,1,20210625,lab,20210625_125_under_118,3,test
125,A,1,20210625,lab,20210625_125_under_53,3,test
125,A,1,20210625,lab,20210625_125_under_136,3,test
125,A,1,20210625,lab,20210625_125_under_23,3,test
125,A,1,20210625,lab,20210625_125_under_103,3,test
125,A,1,20210625,lab,20210625_125_under_13,3,test
125,A,1,20210625,lab,20210625_125_under_70,3,test
125,A,1,20210625,lab,20210625_125_under_460,3,test
125,A,1,20210625,lab,20210625_125_under_465,3,test
125,A,1,20210625,lab,20210625_125_under_485,3,test
125,A,1,20210625,lab,20210625_125_under_1,3,test
125,A,1,20210625,lab,20210625_125_under_154,3,test
125,A,1,20210625,lab,20210625_125_under_106,3,test
125,A,1,20210625,lab,20210625_125_under_8,3,test
125,A,1,20210625,lab,20210625_125_under_459,3,test
125,A,1,20210625,lab,20210625_125_under_482,3,test
125,A,1,20210625,lab,20210625_125_under_139,3,test
125,A,1,20210625,lab,20210625_125_under_461,3,test
125,A,1,20210625,lab,20210625_125_under_49,3,test
125,A,1,20210625,lab,20210625_125_under_475,3,test
125,A,1,20210625,lab,20210625_125_under_52,3,test
125,A,1,20210625,lab,20210625_125_under_479,3,test
125,A,1,20210625,lab,20210625_125_under_4,3,test
125,A,1,20210625,lab,20210625_125_under_129,3,test
125,A,1,20210625,lab,20210625_125_under_20,3,test
125,A,1,20210625,lab,20210625_125_under_141,3,test
125,A,1,20210625,lab,20210625_125_under_126,3,test
125,A,1,20210625,lab,20210625_125_under_34,3,test
125,A,1,20210625,lab,20210625_125_under_468,3,test
125,A,1,20210625,lab,20210625_125_under_5,3,test
125,A,1,20210625,lab,20210625_125_under_108,3,test
125,A,1,20210625,lab,20210625_125_under_63,3,test
125,A,1,20210625,lab,20210625_125_under_467,3,test
125,A,1,20210625,lab,20210625_125_under_60,3,test
125,A,1,20210625,lab,20210625_125_under_109,3,test
125,A,1,20210625,lab,20210625_125_under_28,3,test
125,A,1,20210625,lab,20210625_125_under_50,3,test
125,A,1,20210625,lab,20210625_125_under_472,3,test
125,A,1,20210625,lab,20210625_125_under_455,3,test
149,A,1,20210625,lab,20210625_149_under_48,3,test
149,A,1,20210625,lab,20210625_149_under_61,3,test
149,A,1,20210625,lab,20210625_149_under_53,3,test
149,A,1,20210625,lab,20210625_149_under_39,3,test
149,A,1,20210625,lab,20210625_149_under_70,3,test
149,A,1,20210625,lab,20210625_149_under_3,3,test
149,A,1,20210625,lab,20210625_149_under_19,3,test
149,A,1,20210625,lab,20210625_149_under_28,3,test
149,A,1,20210625,lab,20210625_149_under_25,3,test
149,A,1,20210625,lab,20210625_149_under_35,3,test
149,A,1,20210625,lab,20210625_149_under_41,3,test
149,A,1,20210625,lab,20210625_149_under_40,3,test
149,A,1,20210625,lab,20210625_149_under_59,3,test
149,A,1,20210625,lab,20210625_149_under_31,3,test
149,A,1,20210625,lab,20210625_149_under_45,3,test
149,A,1,20210625,lab,20210625_149_under_64,3,test
149,A,1,20210625,lab,20210625_149_under_55,3,test
149,A,1,20210625,lab,20210625_149_under_85,3,test
149,A,1,20210625,lab,20210625_149_under_20,3,test
149,A,1,20210625,lab,20210625_149_under_7,3,test
149,A,1,20210625,lab,20210625_149_under_92,3,test
149,A,1,20210625,lab,20210625_149_under_51,3,test
149,A,1,20210625,lab,20210625_149_under_30,3,test
149,A,1,20210625,lab,20210625_149_under_21,3,test
149,A,1,20210625,lab,20210625_149_under_63,3,test
149,A,1,20210625,lab,20210625_149_under_71,3,test
149,A,1,20210625,lab,20210625_149_under_43,3,test
149,A,1,20210625,lab,20210625_149_under_86,3,test
149,A,1,20210625,lab,20210625_149_under_15,3,test
149,A,1,20210625,lab,20210625_149_under_93,3,test
149,A,1,20210625,lab,20210625_149_under_33,3,test
149,A,1,20210625,lab,20210625_149_under_46,3,test
149,A,1,20210625,lab,20210625_149_under_87,3,test
149,A,1,20210625,lab,20210625_149_under_72,3,test
149,A,1,20210625,lab,20210625_149_under_74,3,test
149,A,1,20210625,lab,20210625_149_under_29,3,test
149,A,1,20210625,lab,20210625_149_under_32,3,test
149,A,1,20210625,lab,20210625_149_under_4,3,test
149,A,1,20210625,lab,20210625_149_under_36,3,test
149,A,1,20210625,lab,20210625_149_under_60,3,test
149,A,1,20210625,lab,20210625_149_under_22,3,test
149,A,1,20210625,lab,20210625_149_under_95,3,test
149,A,1,20210625,lab,20210625_149_under_57,3,test
149,A,1,20210625,lab,20210625_149_under_73,3,test
149,A,1,20210625,lab,20210625_149_under_12,3,test
149,A,1,20210625,lab,20210625_149_under_49,3,test
149,A,1,20210625,lab,20210625_149_under_2,3,test
149,A,1,20210625,lab,20210625_149_under_96,3,test
149,A,1,20210625,lab,20210625_149_under_50,3,test
149,A,1,20210625,lab,20210625_149_under_84,3,test
149,A,1,20210625,lab,20210625_149_under_68,3,test
149,A,1,20210625,lab,20210625_149_under_88,3,test
149,A,1,20210625,lab,20210625_149_under_54,3,test
149,A,1,20210625,lab,20210625_149_under_77,3,test
149,A,1,20210625,lab,20210625_149_under_6,3,test
149,A,1,20210625,lab,20210625_149_under_27,3,test
149,A,1,20210625,lab,20210625_149_under_67,3,test
149,A,1,20210625,lab,20210625_149_under_44,3,test
149,A,1,20210625,lab,20210625_149_under_81,3,test
149,A,1,20210625,lab,20210625_149_under_11,3,test
149,A,1,20210625,lab,20210625_149_under_38,3,test
149,A,1,20210625,lab,20210625_149_under_83,3,test
149,A,1,20210625,lab,20210625_149_under_56,3,test
149,A,1,20210625,lab,20210625_149_under_75,3,test
149,A,1,20210625,lab,20210625_149_under_42,3,test
149,A,1,20210625,lab,20210625_149_under_13,3,test
149,A,1,20210625,lab,20210625_149_under_1,3,test
149,A,1,20210625,lab,20210625_149_under_62,3,test
149,A,1,20210625,lab,20210625_149_under_14,3,test
149,A,1,20210625,lab,20210625_149_under_94,3,test
149,A,1,20210625,lab,20210625_149_under_10,3,test
149,A,1,20210625,lab,20210625_149_under_91,3,test
149,A,1,20210625,lab,20210625_149_under_47,3,test
149,A,1,20210625,lab,20210625_149_under_18,3,test
149,A,1,20210625,lab,20210625_149_under_26,3,test
149,A,1,20210625,lab,20210625_149_under_9,3,test
149,A,1,20210625,lab,20210625_149_under_52,3,test
149,A,1,20210625,lab,20210625_149_under_69,3,test
149,A,1,20210625,lab,20210625_149_under_78,3,test
149,A,1,20210625,lab,20210625_149_under_8,3,test
149,A,1,20210625,lab,20210625_149_under_5,3,test
149,A,1,20210625,lab,20210625_149_under_90,3,test
149,A,1,20210625,lab,20210625_149_under_89,3,test
149,A,1,20210625,lab,20210625_149_under_58,3,test
149,A,1,20210625,lab,20210625_149_under_23,3,test
149,A,1,20210625,lab,20210625_149_under_79,3,test
149,A,1,20210625,lab,20210625_149_under_16,3,test
149,A,1,20210625,lab,20210625_149_under_82,3,test
149,A,1,20210625,lab,20210625_149_under_37,3,test
149,A,1,20210625,lab,20210625_149_under_34,3,test
149,A,1,20210625,lab,20210625_149_under_66,3,test
149,A,1,20210625,lab,20210625_149_under_17,3,test
149,A,1,20210625,lab,20210625_149_under_76,3,test
149,A,1,20210625,lab,20210625_149_under_24,3,test
149,A,1,20210625,lab,20210625_149_under_65,3,test
149,A,1,20210625,lab,20210625_149_under_80,3,test
8723,A,1,20210625,lab,20210625_8723_under_8,3,test
8723,A,1,20210625,lab,20210625_8723_under_73,3,test
8723,A,1,20210625,lab,20210625_8723_under_39,3,test
8723,A,1,20210625,lab,20210625_8723_under_137,3,test
8723,A,1,20210625,lab,20210625_8723_under_61,3,test
8723,A,1,20210625,lab,20210625_8723_under_15,3,test
8723,A,1,20210625,lab,20210625_8723_under_10,3,test
8723,A,1,20210625,lab,20210625_8723_under_27,3,test
8723,A,1,20210625,lab,20210625_8723_under_121,3,test
8723,A,1,20210625,lab,20210625_8723_under_92,3,test
8723,A,1,20210625,lab,20210625_8723_under_82,3,test
8723,A,1,20210625,lab,20210625_8723_under_68,3,test
8723,A,1,20210625,lab,20210625_8723_under_56,3,test
8723,A,1,20210625,lab,20210625_8723_under_19,3,test
8723,A,1,20210625,lab,20210625_8723_under_122,3,test
8723,A,1,20210625,lab,20210625_8723_under_12,3,test
8723,A,1,20210625,lab,20210625_8723_under_75,3,test
8723,A,1,20210625,lab,20210625_8723_under_57,3,test
8723,A,1,20210625,lab,20210625_8723_under_118,3,test
8723,A,1,20210625,lab,20210625_8723_under_11,3,test
8723,A,1,20210625,lab,20210625_8723_under_28,3,test
8723,A,1,20210625,lab,20210625_8723_under_16,3,test
8723,A,1,20210625,lab,20210625_8723_under_142,3,test
8723,A,1,20210625,lab,20210625_8723_under_29,3,test
8723,A,1,20210625,lab,20210625_8723_under_43,3,test
8723,A,1,20210625,lab,20210625_8723_under_70,3,test
8723,A,1,20210625,lab,20210625_8723_under_96,3,test
8723,A,1,20210625,lab,20210625_8723_under_44,3,test
8723,A,1,20210625,lab,20210625_8723_under_2,3,test
8723,A,1,20210625,lab,20210625_8723_under_21,3,test
8723,A,1,20210625,lab,20210625_8723_under_134,3,test
8723,A,1,20210625,lab,20210625_8723_under_147,3,test
8723,A,1,20210625,lab,20210625_8723_under_99,3,test
8723,A,1,20210625,lab,20210625_8723_under_108,3,test
8723,A,1,20210625,lab,20210625_8723_under_144,3,test
8723,A,1,20210625,lab,20210625_8723_under_143,3,test
8723,A,1,20210625,lab,20210625_8723_under_138,3,test
8723,A,1,20210625,lab,20210625_8723_under_77,3,test
