,cow,filename
191,785,785_20231117_frame_845
192,785,785_20231117_frame_647
193,785,785_20231117_frame_448
194,785,785_20231117_frame_748
195,785,785_20231117_frame_311
196,785,785_20231117_frame_469
197,785,785_20231117_frame_746
198,785,785_20231117_frame_556
199,785,785_20231117_frame_329
200,785,785_20231117_frame_735
201,785,785_20231117_frame_698
202,785,785_20231117_frame_811
203,785,785_20231117_frame_571
204,785,785_20231117_frame_320
205,785,785_20231117_frame_810
206,785,785_20231117_frame_211
207,785,785_20231117_frame_827
208,785,785_20231117_frame_666
209,785,785_20231117_frame_454
210,807,807_20231117_frame_411
211,807,807_20231117_frame_73
212,807,807_20231117_frame_357
213,807,807_20231117_frame_416
214,807,807_20231117_frame_304
215,807,807_20231117_frame_22
216,807,807_20231117_frame_976
217,807,807_20231117_frame_175
218,807,807_20231117_frame_566
219,807,807_20231117_frame_124
220,807,807_20231117_frame_874
221,807,807_20231117_frame_376
222,807,807_20231117_frame_26
223,807,807_20231117_frame_212
224,807,807_20231117_frame_947
225,807,807_20231117_frame_792
226,807,807_20231117_frame_11
227,807,807_20231117_frame_913
228,807,807_20231117_frame_642
229,807,807_20231117_frame_855
230,807,807_20231117_frame_232
231,807,807_20231117_frame_834
232,807,807_20231117_frame_246
233,807,807_20231117_frame_705
234,807,807_20231117_frame_555
235,807,807_20231117_frame_603
236,807,807_20231117_frame_968
237,807,807_20231117_frame_396
238,807,807_20231117_frame_860
239,807,807_20231117_frame_643
240,808,808_20231117_frame_478
241,808,808_20231117_frame_52
242,808,808_20231117_frame_205
243,808,808_20231117_frame_145
244,808,808_20231117_frame_487
245,808,808_20231117_frame_440
246,808,808_20231117_frame_99
247,808,808_20231117_frame_62
248,808,808_20231117_frame_210
249,808,808_20231117_frame_65
250,808,808_20231117_frame_477
251,808,808_20231117_frame_501
252,808,808_20231117_frame_147
253,808,808_20231117_frame_353
254,808,808_20231117_frame_492
255,808,808_20231117_frame_3
256,808,808_20231117_frame_82
257,808,808_20231117_frame_5
258,808,808_20231117_frame_18
259,808,808_20231117_frame_56
260,808,808_20231117_frame_357
261,808,808_20231117_frame_74
262,808,808_20231117_frame_393
263,808,808_20231117_frame_420
264,808,808_20231117_frame_396
265,808,808_20231117_frame_139
266,808,808_20231117_frame_203
267,808,808_20231117_frame_365
268,808,808_20231117_frame_401
269,808,808_20231117_frame_16
270,837,837_20231117_frame_278
271,837,837_20231117_frame_176
272,837,837_20231117_frame_110
273,837,837_20231117_frame_641
274,837,837_20231117_frame_678
275,837,837_20231117_frame_439
276,837,837_20231117_frame_332
277,837,837_20231117_frame_378
278,837,837_20231117_frame_54
279,837,837_20231117_frame_495
280,837,837_20231117_frame_133
281,837,837_20231117_frame_573
282,837,837_20231117_frame_280
283,837,837_20231117_frame_673
284,837,837_20231117_frame_360
285,837,837_20231117_frame_70
286,837,837_20231117_frame_97
287,837,837_20231117_frame_2
288,837,837_20231117_frame_55
289,837,837_20231117_frame_658
290,837,837_20231117_frame_434
291,837,837_20231117_frame_125
292,837,837_20231117_frame_660
293,837,837_20231117_frame_629
294,837,837_20231117_frame_253
295,837,837_20231117_frame_96
296,837,837_20231117_frame_363
297,837,837_20231117_frame_291
298,837,837_20231117_frame_565
299,837,837_20231117_frame_65
300,842,842_20231117_frame_350
301,842,842_20231117_frame_71
302,842,842_20231117_frame_59
303,842,842_20231117_frame_336
304,842,842_20231117_frame_368
305,842,842_20231117_frame_395
306,842,842_20231117_frame_310
307,842,842_20231117_frame_313
308,842,842_20231117_frame_335
309,842,842_20231117_frame_61
310,842,842_20231117_frame_323
311,842,842_20231117_frame_163
312,842,842_20231117_frame_189
313,842,842_20231117_frame_301
314,842,842_20231117_frame_253
315,842,842_20231117_frame_28
316,842,842_20231117_frame_155
317,842,842_20231117_frame_312
318,842,842_20231117_frame_408
319,842,842_20231117_frame_362
320,842,842_20231117_frame_226
321,842,842_20231117_frame_86
322,842,842_20231117_frame_35
323,842,842_20231117_frame_138
324,842,842_20231117_frame_325
325,842,842_20231117_frame_245
326,842,842_20231117_frame_238
327,842,842_20231117_frame_402
328,842,842_20231117_frame_291
329,842,842_20231117_frame_144
330,856,856_20231117_frame_466
331,856,856_20231117_frame_32
332,856,856_20231117_frame_387
333,856,856_20231117_frame_441
334,856,856_20231117_frame_273
335,856,856_20231117_frame_236
336,856,856_20231117_frame_324
337,856,856_20231117_frame_240
338,856,856_20231117_frame_252
339,856,856_20231117_frame_378
340,856,856_20231117_frame_350
341,856,856_20231117_frame_97
342,856,856_20231117_frame_248
343,856,856_20231117_frame_343
344,856,856_20231117_frame_267
345,856,856_20231117_frame_246
346,856,856_20231117_frame_241
347,856,856_20231117_frame_2
348,856,856_20231117_frame_418
349,856,856_20231117_frame_425
350,856,856_20231117_frame_369
351,856,856_20231117_frame_459
352,856,856_20231117_frame_366
353,856,856_20231117_frame_297
354,856,856_20231117_frame_419
355,856,856_20231117_frame_266
356,856,856_20231117_frame_371
357,856,856_20231117_frame_258
358,856,856_20231117_frame_357
359,856,856_20231117_frame_37
360,861,861_20231117_frame_361
361,861,861_20231117_frame_81
362,861,861_20231117_frame_577
363,861,861_20231117_frame_563
364,861,861_20231117_frame_470
365,861,861_20231117_frame_377
366,861,861_20231117_frame_436
367,861,861_20231117_frame_407
368,861,861_20231117_frame_301
369,861,861_20231117_frame_519
370,861,861_20231117_frame_28
371,861,861_20231117_frame_427
372,861,861_20231117_frame_4
373,861,861_20231117_frame_20
374,861,861_20231117_frame_60
375,861,861_20231117_frame_22
376,861,861_20231117_frame_550
377,861,861_20231117_frame_279
378,861,861_20231117_frame_509
379,861,861_20231117_frame_135
380,861,861_20231117_frame_530
381,861,861_20231117_frame_248
382,861,861_20231117_frame_98
383,861,861_20231117_frame_147
384,861,861_20231117_frame_416
385,861,861_20231117_frame_518
386,861,861_20231117_frame_323
387,861,861_20231117_frame_289
388,861,861_20231117_frame_391
389,861,861_20231117_frame_347
390,868,868_20231117_frame_224
391,868,868_20231117_frame_156
392,868,868_20231117_frame_180
393,868,868_20231117_frame_151
394,868,868_20231117_frame_64
395,868,868_20231117_frame_283
396,868,868_20231117_frame_269
397,868,868_20231117_frame_50
398,868,868_20231117_frame_145
399,868,868_20231117_frame_182
400,868,868_20231117_frame_23
401,868,868_20231117_frame_231
402,868,868_20231117_frame_155
403,868,868_20231117_frame_187
404,868,868_20231117_frame_307
405,868,868_20231117_frame_87
406,868,868_20231117_frame_8
407,868,868_20231117_frame_46
408,868,868_20231117_frame_138
409,868,868_20231117_frame_258
410,868,868_20231117_frame_176
411,868,868_20231117_frame_299
412,868,868_20231117_frame_44
413,868,868_20231117_frame_70
414,868,868_20231117_frame_75
415,868,868_20231117_frame_295
416,868,868_20231117_frame_267
417,868,868_20231117_frame_301
418,868,868_20231117_frame_165
419,868,868_20231117_frame_92
420,902,902_20231117_frame_858
421,902,902_20231117_frame_853
422,902,902_20231117_frame_855
423,902,902_20231117_frame_833
424,902,902_20231117_frame_854
425,902,902_20231117_frame_836
426,902,902_20231117_frame_834
427,902,902_20231117_frame_867
428,902,902_20231117_frame_859
429,902,902_20231117_frame_835
430,902,902_20231117_frame_830
431,902,902_20231117_frame_882
432,902,902_20231117_frame_832
433,902,902_20231117_frame_852
434,902,902_20231117_frame_881
435,902,902_20231117_frame_856
436,902,902_20231117_frame_849
437,902,902_20231117_frame_840
438,902,902_20231117_frame_870
439,902,902_20231117_frame_848
440,902,902_20231117_frame_850
441,902,902_20231117_frame_864
442,902,902_20231117_frame_831
443,902,902_20231117_frame_841
444,902,902_20231117_frame_843
445,902,902_20231117_frame_861
446,902,902_20231117_frame_863
447,902,902_20231117_frame_862
448,902,902_20231117_frame_851
449,902,902_20231117_frame_847
450,915,915_20231117_frame_1024
451,915,915_20231117_frame_1180
452,915,915_20231117_frame_1142
453,915,915_20231117_frame_46
454,915,915_20231117_frame_979
455,915,915_20231117_frame_296
456,915,915_20231117_frame_248
457,915,915_20231117_frame_4
458,915,915_20231117_frame_803
459,915,915_20231117_frame_1143
460,915,915_20231117_frame_973
461,915,915_20231117_frame_968
462,915,915_20231117_frame_998
463,915,915_20231117_frame_984
464,915,915_20231117_frame_916
465,915,915_20231117_frame_290
466,915,915_20231117_frame_1067
467,915,915_20231117_frame_130
468,915,915_20231117_frame_986
469,915,915_20231117_frame_988
470,915,915_20231117_frame_867
471,915,915_20231117_frame_1048
472,915,915_20231117_frame_69
473,915,915_20231117_frame_40
474,915,915_20231117_frame_277
475,915,915_20231117_frame_44
476,915,915_20231117_frame_1036
477,915,915_20231117_frame_281
478,915,915_20231117_frame_901
479,915,915_20231117_frame_1041
480,922,922_20231117_frame_124
481,922,922_20231117_frame_355
482,922,922_20231117_frame_5
483,922,922_20231117_frame_386
484,922,922_20231117_frame_530
485,922,922_20231117_frame_372
486,922,922_20231117_frame_39
487,922,922_20231117_frame_76
488,922,922_20231117_frame_487
489,922,922_20231117_frame_478
490,922,922_20231117_frame_405
491,922,922_20231117_frame_532
492,922,922_20231117_frame_471
493,922,922_20231117_frame_135
494,922,922_20231117_frame_524
495,922,922_20231117_frame_147
496,922,922_20231117_frame_42
497,922,922_20231117_frame_196
498,922,922_20231117_frame_340
499,922,922_20231117_frame_233
500,922,922_20231117_frame_22
501,922,922_20231117_frame_332
502,922,922_20231117_frame_279
503,922,922_20231117_frame_312
504,922,922_20231117_frame_420
505,922,922_20231117_frame_467
506,922,922_20231117_frame_557
507,922,922_20231117_frame_146
508,922,922_20231117_frame_40
509,922,922_20231117_frame_225
510,924,924_20231117_frame_625
511,924,924_20231117_frame_267
512,924,924_20231117_frame_193
513,924,924_20231117_frame_596
514,924,924_20231117_frame_349
515,924,924_20231117_frame_260
516,924,924_20231117_frame_98
517,924,924_20231117_frame_80
518,924,924_20231117_frame_290
519,924,924_20231117_frame_566
520,924,924_20231117_frame_14
521,924,924_20231117_frame_505
522,924,924_20231117_frame_189
523,924,924_20231117_frame_609
524,924,924_20231117_frame_279
525,924,924_20231117_frame_297
526,924,924_20231117_frame_37
527,924,924_20231117_frame_644
528,924,924_20231117_frame_544
529,924,924_20231117_frame_404
530,924,924_20231117_frame_426
531,924,924_20231117_frame_55
532,924,924_20231117_frame_393
533,924,924_20231117_frame_225
534,924,924_20231117_frame_36
535,924,924_20231117_frame_413
536,924,924_20231117_frame_95
537,924,924_20231117_frame_22
538,924,924_20231117_frame_614
539,924,924_20231117_frame_447
540,929,929_20231117_frame_300
541,929,929_20231117_frame_396
542,929,929_20231117_frame_510
543,929,929_20231117_frame_163
544,929,929_20231117_frame_437
545,929,929_20231117_frame_388
546,929,929_20231117_frame_180
547,929,929_20231117_frame_358
548,929,929_20231117_frame_472
549,929,929_20231117_frame_276
550,929,929_20231117_frame_435
551,929,929_20231117_frame_98
552,929,929_20231117_frame_144
553,929,929_20231117_frame_135
554,929,929_20231117_frame_24
555,929,929_20231117_frame_325
556,929,929_20231117_frame_266
557,929,929_20231117_frame_369
558,929,929_20231117_frame_313
559,929,929_20231117_frame_62
560,929,929_20231117_frame_444
561,929,929_20231117_frame_354
562,929,929_20231117_frame_398
563,929,929_20231117_frame_39
564,929,929_20231117_frame_279
565,929,929_20231117_frame_351
566,929,929_20231117_frame_2
567,929,929_20231117_frame_411
568,929,929_20231117_frame_196
569,929,929_20231117_frame_514
570,948,948_20231117_frame_95
571,948,948_20231117_frame_250
572,948,948_20231117_frame_213
573,948,948_20231117_frame_174
574,948,948_20231117_frame_66
575,948,948_20231117_frame_63
576,948,948_20231117_frame_238
577,948,948_20231117_frame_185
578,948,948_20231117_frame_147
579,948,948_20231117_frame_233
580,948,948_20231117_frame_180
581,948,948_20231117_frame_221
582,948,948_20231117_frame_44
583,948,948_20231117_frame_99
584,948,948_20231117_frame_191
585,948,948_20231117_frame_242
586,948,948_20231117_frame_248
587,948,948_20231117_frame_193
588,948,948_20231117_frame_251
589,948,948_20231117_frame_84
590,948,948_20231117_frame_15
591,948,948_20231117_frame_35
592,948,948_20231117_frame_104
593,948,948_20231117_frame_206
594,948,948_20231117_frame_25
595,948,948_20231117_frame_51
596,948,948_20231117_frame_30
597,948,948_20231117_frame_18
598,948,948_20231117_frame_167
599,948,948_20231117_frame_76
600,970,970_20231117_frame_137
601,970,970_20231117_frame_172
602,970,970_20231117_frame_271
603,970,970_20231117_frame_676
604,970,970_20231117_frame_544
605,970,970_20231117_frame_273
606,970,970_20231117_frame_569
607,970,970_20231117_frame_90
608,970,970_20231117_frame_612
609,970,970_20231117_frame_294
610,970,970_20231117_frame_301
611,970,970_20231117_frame_488
612,970,970_20231117_frame_590
613,970,970_20231117_frame_534
614,970,970_20231117_frame_149
615,970,970_20231117_frame_469
616,970,970_20231117_frame_326
617,970,970_20231117_frame_72
618,970,970_20231117_frame_315
619,970,970_20231117_frame_560
620,970,970_20231117_frame_567
621,970,970_20231117_frame_450
622,970,970_20231117_frame_173
623,970,970_20231117_frame_428
624,970,970_20231117_frame_523
625,970,970_20231117_frame_627
626,970,970_20231117_frame_250
627,970,970_20231117_frame_154
628,970,970_20231117_frame_525
629,970,970_20231117_frame_623
630,973,973_20231117_frame_359
631,973,973_20231117_frame_1401
632,973,973_20231117_frame_643
633,973,973_20231117_frame_924
634,973,973_20231117_frame_947
635,973,973_20231117_frame_786
636,973,973_20231117_frame_434
637,973,973_20231117_frame_14
638,973,973_20231117_frame_692
639,973,973_20231117_frame_719
640,973,973_20231117_frame_669
641,973,973_20231117_frame_620
642,973,973_20231117_frame_926
643,973,973_20231117_frame_1389
644,973,973_20231117_frame_969
645,973,973_20231117_frame_392
646,973,973_20231117_frame_875
647,973,973_20231117_frame_570
648,973,973_20231117_frame_1103
649,973,973_20231117_frame_352
650,973,973_20231117_frame_923
651,973,973_20231117_frame_1029
652,973,973_20231117_frame_5
653,973,973_20231117_frame_902
654,973,973_20231117_frame_155
655,973,973_20231117_frame_172
656,973,973_20231117_frame_1194
657,973,973_20231117_frame_1199
658,973,973_20231117_frame_608
659,973,973_20231117_frame_422
660,975,975_20231117_frame_124
661,975,975_20231117_frame_420
662,975,975_20231117_frame_147
663,975,975_20231117_frame_546
664,975,975_20231117_frame_489
665,975,975_20231117_frame_146
666,975,975_20231117_frame_175
667,975,975_20231117_frame_584
668,975,975_20231117_frame_76
669,975,975_20231117_frame_144
670,975,975_20231117_frame_431
671,975,975_20231117_frame_223
672,975,975_20231117_frame_52
673,975,975_20231117_frame_345
674,975,975_20231117_frame_72
675,975,975_20231117_frame_373
676,975,975_20231117_frame_574
677,975,975_20231117_frame_362
678,975,975_20231117_frame_304
679,975,975_20231117_frame_63
680,975,975_20231117_frame_602
681,975,975_20231117_frame_57
682,975,975_20231117_frame_544
683,975,975_20231117_frame_215
684,975,975_20231117_frame_70
685,975,975_20231117_frame_573
686,975,975_20231117_frame_97
687,975,975_20231117_frame_14
688,975,975_20231117_frame_252
689,975,975_20231117_frame_600
690,978,978_20231117_frame_7
691,978,978_20231117_frame_68
692,978,978_20231117_frame_86
693,978,978_20231117_frame_399
694,978,978_20231117_frame_31
695,978,978_20231117_frame_366
696,978,978_20231117_frame_292
697,978,978_20231117_frame_262
698,978,978_20231117_frame_96
699,978,978_20231117_frame_371
700,978,978_20231117_frame_70
701,978,978_20231117_frame_257
702,978,978_20231117_frame_323
703,978,978_20231117_frame_138
704,978,978_20231117_frame_307
705,978,978_20231117_frame_35
706,978,978_20231117_frame_33
707,978,978_20231117_frame_443
708,978,978_20231117_frame_91
709,978,978_20231117_frame_118
710,978,978_20231117_frame_225
711,978,978_20231117_frame_197
712,978,978_20231117_frame_310
713,978,978_20231117_frame_283
714,978,978_20231117_frame_419
715,978,978_20231117_frame_74
716,978,978_20231117_frame_144
717,978,978_20231117_frame_424
718,978,978_20231117_frame_28
719,978,978_20231117_frame_146
720,981,981_20231117_frame_621
721,981,981_20231117_frame_149
722,981,981_20231117_frame_526
723,981,981_20231117_frame_676
724,981,981_20231117_frame_542
725,981,981_20231117_frame_127
726,981,981_20231117_frame_85
727,981,981_20231117_frame_98
728,981,981_20231117_frame_691
729,981,981_20231117_frame_388
730,981,981_20231117_frame_192
731,981,981_20231117_frame_294
732,981,981_20231117_frame_179
733,981,981_20231117_frame_514
734,981,981_20231117_frame_264
735,981,981_20231117_frame_67
736,981,981_20231117_frame_439
737,981,981_20231117_frame_414
738,981,981_20231117_frame_273
739,981,981_20231117_frame_32
740,981,981_20231117_frame_298
741,981,981_20231117_frame_2
742,981,981_20231117_frame_142
743,981,981_20231117_frame_641
744,981,981_20231117_frame_221
745,981,981_20231117_frame_552
746,981,981_20231117_frame_413
747,981,981_20231117_frame_15
748,981,981_20231117_frame_570
749,981,981_20231117_frame_314
750,1003,1003_20231117_frame_238
751,1003,1003_20231117_frame_15
752,1003,1003_20231117_frame_159
753,1003,1003_20231117_frame_221
754,1003,1003_20231117_frame_149
755,1003,1003_20231117_frame_251
756,1003,1003_20231117_frame_271
757,1003,1003_20231117_frame_267
758,1003,1003_20231117_frame_216
759,1003,1003_20231117_frame_201
760,1003,1003_20231117_frame_118
761,1003,1003_20231117_frame_163
762,1003,1003_20231117_frame_42
763,1003,1003_20231117_frame_70
764,1003,1003_20231117_frame_69
765,1003,1003_20231117_frame_261
766,1003,1003_20231117_frame_51
767,1003,1003_20231117_frame_83
768,1003,1003_20231117_frame_143
769,1003,1003_20231117_frame_26
770,1003,1003_20231117_frame_237
771,1003,1003_20231117_frame_137
772,1003,1003_20231117_frame_34
773,1003,1003_20231117_frame_223
774,1003,1003_20231117_frame_121
775,1003,1003_20231117_frame_25
776,1003,1003_20231117_frame_185
777,1003,1003_20231117_frame_204
778,1003,1003_20231117_frame_21
779,1003,1003_20231117_frame_187
780,1039,1039_20231117_frame_124
781,1039,1039_20231117_frame_381
782,1039,1039_20231117_frame_147
783,1039,1039_20231117_frame_543
784,1039,1039_20231117_frame_98
785,1039,1039_20231117_frame_146
786,1039,1039_20231117_frame_175
787,1039,1039_20231117_frame_581
788,1039,1039_20231117_frame_385
789,1039,1039_20231117_frame_144
790,1039,1039_20231117_frame_395
791,1039,1039_20231117_frame_468
792,1039,1039_20231117_frame_517
793,1039,1039_20231117_frame_549
794,1039,1039_20231117_frame_352
795,1039,1039_20231117_frame_398
796,1039,1039_20231117_frame_587
797,1039,1039_20231117_frame_547
798,1039,1039_20231117_frame_506
799,1039,1039_20231117_frame_545
800,1039,1039_20231117_frame_592
801,1039,1039_20231117_frame_345
802,1039,1039_20231117_frame_207
803,1039,1039_20231117_frame_594
804,1039,1039_20231117_frame_424
805,1039,1039_20231117_frame_570
806,1039,1039_20231117_frame_596
807,1039,1039_20231117_frame_14
808,1039,1039_20231117_frame_350
809,1039,1039_20231117_frame_477
810,1040,1040_20231117_frame_218
811,1040,1040_20231117_frame_731
812,1040,1040_20231117_frame_315
813,1040,1040_20231117_frame_79
814,1040,1040_20231117_frame_741
815,1040,1040_20231117_frame_687
816,1040,1040_20231117_frame_354
817,1040,1040_20231117_frame_665
818,1040,1040_20231117_frame_735
819,1040,1040_20231117_frame_316
820,1040,1040_20231117_frame_856
821,1040,1040_20231117_frame_604
822,1040,1040_20231117_frame_880
823,1040,1040_20231117_frame_420
824,1040,1040_20231117_frame_875
825,1040,1040_20231117_frame_644
826,1040,1040_20231117_frame_260
827,1040,1040_20231117_frame_825
828,1040,1040_20231117_frame_870
829,1040,1040_20231117_frame_750
830,1040,1040_20231117_frame_391
831,1040,1040_20231117_frame_244
832,1040,1040_20231117_frame_714
833,1040,1040_20231117_frame_767
834,1040,1040_20231117_frame_588
835,1040,1040_20231117_frame_572
836,1040,1040_20231117_frame_232
837,1040,1040_20231117_frame_780
838,1040,1040_20231117_frame_810
839,1040,1040_20231117_frame_237
840,1057,1057_20231117_frame_457
841,1057,1057_20231117_frame_191
842,1057,1057_20231117_frame_21
843,1057,1057_20231117_frame_583
844,1057,1057_20231117_frame_548
845,1057,1057_20231117_frame_35
846,1057,1057_20231117_frame_550
847,1057,1057_20231117_frame_543
848,1057,1057_20231117_frame_147
849,1057,1057_20231117_frame_142
850,1057,1057_20231117_frame_622
851,1057,1057_20231117_frame_589
852,1057,1057_20231117_frame_600
853,1057,1057_20231117_frame_280
854,1057,1057_20231117_frame_573
855,1057,1057_20231117_frame_498
856,1057,1057_20231117_frame_577
857,1057,1057_20231117_frame_138
858,1057,1057_20231117_frame_93
859,1057,1057_20231117_frame_342
860,1057,1057_20231117_frame_127
861,1057,1057_20231117_frame_578
862,1057,1057_20231117_frame_546
863,1057,1057_20231117_frame_565
864,1057,1057_20231117_frame_434
865,1057,1057_20231117_frame_366
866,1057,1057_20231117_frame_3
867,1057,1057_20231117_frame_487
868,1057,1057_20231117_frame_84
869,1057,1057_20231117_frame_15
870,1116,1116_20231117_frame_784
871,1116,1116_20231117_frame_351
872,1116,1116_20231117_frame_772
873,1116,1116_20231117_frame_235
874,1116,1116_20231117_frame_24
875,1116,1116_20231117_frame_264
876,1116,1116_20231117_frame_50
877,1116,1116_20231117_frame_873
878,1116,1116_20231117_frame_797
879,1116,1116_20231117_frame_820
880,1116,1116_20231117_frame_18
881,1116,1116_20231117_frame_166
882,1116,1116_20231117_frame_239
883,1116,1116_20231117_frame_1593
884,1116,1116_20231117_frame_1540
885,1116,1116_20231117_frame_40
886,1116,1116_20231117_frame_871
887,1116,1116_20231117_frame_271
888,1116,1116_20231117_frame_776
889,1116,1116_20231117_frame_791
890,1116,1116_20231117_frame_219
891,1116,1116_20231117_frame_910
892,1116,1116_20231117_frame_263
893,1116,1116_20231117_frame_132
894,1116,1116_20231117_frame_840
895,1116,1116_20231117_frame_47
896,1116,1116_20231117_frame_266
897,1116,1116_20231117_frame_155
898,1116,1116_20231117_frame_38
899,1116,1116_20231117_frame_801
900,1223,1223_20231117_frame_136
901,1223,1223_20231117_frame_705
902,1223,1223_20231117_frame_691
903,1223,1223_20231117_frame_907
904,1223,1223_20231117_frame_597
905,1223,1223_20231117_frame_231
906,1223,1223_20231117_frame_404
907,1223,1223_20231117_frame_478
908,1223,1223_20231117_frame_574
909,1223,1223_20231117_frame_424
