filename,cow,frame_class
1003_20231117_163646_frame_204,1003,1
1003_20231117_163646_frame_205,1003,1
1003_20231117_163646_frame_206,1003,1
1003_20231117_163646_frame_207,1003,1
1003_20231117_163646_frame_208,1003,1
1003_20231117_163646_frame_209,1003,1
1003_20231117_163646_frame_21,1003,1
1003_20231117_163646_frame_210,1003,1
1003_20231117_163646_frame_211,1003,1
1003_20231117_163646_frame_212,1003,1
1003_20231117_163646_frame_213,1003,1
1003_20231117_163646_frame_214,1003,1
1003_20231117_163646_frame_215,1003,1
1003_20231117_163646_frame_216,1003,1
1003_20231117_163646_frame_217,1003,1
1003_20231117_163646_frame_218,1003,1
1003_20231117_163646_frame_219,1003,1
1003_20231117_163646_frame_22,1003,1
1003_20231117_163646_frame_220,1003,1
1003_20231117_163646_frame_221,1003,1
1003_20231117_163646_frame_222,1003,1
1003_20231117_163646_frame_223,1003,1
1003_20231117_163646_frame_224,1003,1
1003_20231117_163646_frame_225,1003,1
1003_20231117_163646_frame_226,1003,1
1003_20231117_163646_frame_227,1003,1
1003_20231117_163646_frame_228,1003,1
1003_20231117_163646_frame_229,1003,1
1003_20231117_163646_frame_23,1003,1
1003_20231117_163646_frame_230,1003,1
1003_20231117_163646_frame_231,1003,1
1003_20231117_163646_frame_232,1003,1
1003_20231117_163646_frame_233,1003,1
1003_20231117_163646_frame_234,1003,1
1003_20231117_163646_frame_235,1003,1
1003_20231117_163646_frame_236,1003,1
1003_20231117_163646_frame_237,1003,1
1003_20231117_163646_frame_238,1003,1
1003_20231117_163646_frame_239,1003,1
1003_20231117_163646_frame_24,1003,1
1003_20231117_163646_frame_240,1003,1
1003_20231117_163646_frame_241,1003,1
1003_20231117_163646_frame_242,1003,1
1003_20231117_163646_frame_243,1003,1
1003_20231117_163646_frame_244,1003,1
1003_20231117_163646_frame_245,1003,1
1003_20231117_163646_frame_246,1003,1
1003_20231117_163646_frame_247,1003,1
1003_20231117_163646_frame_248,1003,1
1003_20231117_163646_frame_249,1003,1
1003_20231117_163646_frame_25,1003,1
1003_20231117_163646_frame_250,1003,1
1003_20231117_163646_frame_251,1003,1
1003_20231117_163646_frame_252,1003,1
1003_20231117_163646_frame_253,1003,1
1003_20231117_163646_frame_254,1003,1
1003_20231117_163646_frame_255,1003,1
1003_20231117_163646_frame_256,1003,1
1003_20231117_163646_frame_257,1003,1
1003_20231117_163646_frame_258,1003,1
1003_20231117_163646_frame_259,1003,1
1003_20231117_163646_frame_26,1003,1
1003_20231117_163646_frame_260,1003,1
1003_20231117_163646_frame_261,1003,1
1003_20231117_163646_frame_262,1003,1
1003_20231117_163646_frame_263,1003,1
1003_20231117_163646_frame_264,1003,1
1003_20231117_163646_frame_265,1003,1
1003_20231117_163646_frame_266,1003,1
1003_20231117_163646_frame_267,1003,1
1003_20231117_163646_frame_268,1003,1
1003_20231117_163646_frame_269,1003,1
1003_20231117_163646_frame_27,1003,1
1003_20231117_163646_frame_270,1003,1
1003_20231117_163646_frame_271,1003,1
1003_20231117_163646_frame_272,1003,1
1003_20231117_163646_frame_273,1003,0
1003_20231117_163646_frame_274,1003,0
1003_20231117_163646_frame_275,1003,0
1003_20231117_163646_frame_276,1003,0
1003_20231117_163646_frame_277,1003,0
1003_20231117_163646_frame_278,1003,0
1003_20231117_163646_frame_279,1003,0
1003_20231117_163646_frame_28,1003,1
1003_20231117_163646_frame_280,1003,0
1003_20231117_163646_frame_281,1003,0
1003_20231117_163646_frame_282,1003,0
1003_20231117_163646_frame_283,1003,0
1003_20231117_163646_frame_284,1003,0
1003_20231117_163646_frame_285,1003,0
1003_20231117_163646_frame_286,1003,0
1003_20231117_163646_frame_287,1003,0
1003_20231117_163646_frame_288,1003,0
1003_20231117_163646_frame_289,1003,0
1003_20231117_163646_frame_29,1003,1
1003_20231117_163646_frame_290,1003,0
1003_20231117_163646_frame_291,1003,0
1003_20231117_163646_frame_292,1003,0
1003_20231117_163646_frame_293,1003,0
1003_20231117_163646_frame_294,1003,0
1003_20231117_163646_frame_295,1003,0
1003_20231117_163646_frame_296,1003,0
1003_20231117_163646_frame_297,1003,0
1003_20231117_163646_frame_298,1003,0
1003_20231117_163646_frame_299,1003,0
1003_20231117_163646_frame_3,1003,1
1003_20231117_163646_frame_30,1003,1
1003_20231117_163646_frame_300,1003,0
1003_20231117_163646_frame_301,1003,0
1003_20231117_163646_frame_302,1003,0
1003_20231117_163646_frame_303,1003,0
1003_20231117_163646_frame_304,1003,0
1003_20231117_163646_frame_305,1003,0
1003_20231117_163646_frame_306,1003,0
1003_20231117_163646_frame_307,1003,0
1003_20231117_163646_frame_308,1003,0
1003_20231117_163646_frame_309,1003,0
1003_20231117_163646_frame_31,1003,1
1003_20231117_163646_frame_310,1003,0
1003_20231117_163646_frame_311,1003,0
1003_20231117_163646_frame_312,1003,0
1003_20231117_163646_frame_313,1003,0
1003_20231117_163646_frame_32,1003,1
1003_20231117_163646_frame_33,1003,1
1003_20231117_163646_frame_34,1003,1
1003_20231117_163646_frame_35,1003,1
1003_20231117_163646_frame_36,1003,1
1003_20231117_163646_frame_37,1003,1
1003_20231117_163646_frame_38,1003,1
1003_20231117_163646_frame_39,1003,1
1003_20231117_163646_frame_4,1003,1
1003_20231117_163646_frame_40,1003,1
1003_20231117_163646_frame_41,1003,1
1003_20231117_163646_frame_42,1003,1
1003_20231117_163646_frame_43,1003,1
1003_20231117_163646_frame_44,1003,1
1003_20231117_163646_frame_45,1003,1
1003_20231117_163646_frame_46,1003,1
1003_20231117_163646_frame_47,1003,1
1003_20231117_163646_frame_48,1003,1
1003_20231117_163646_frame_49,1003,1
1003_20231117_163646_frame_5,1003,1
1003_20231117_163646_frame_50,1003,1
1003_20231117_163646_frame_51,1003,1
1003_20231117_163646_frame_52,1003,1
1003_20231117_163646_frame_53,1003,1
1003_20231117_163646_frame_54,1003,1
1003_20231117_163646_frame_55,1003,1
1003_20231117_163646_frame_56,1003,1
1003_20231117_163646_frame_57,1003,1
1003_20231117_163646_frame_58,1003,1
1003_20231117_163646_frame_59,1003,1
1003_20231117_163646_frame_6,1003,1
1003_20231117_163646_frame_60,1003,1
1003_20231117_163646_frame_61,1003,1
1003_20231117_163646_frame_62,1003,1
1003_20231117_163646_frame_63,1003,1
1003_20231117_163646_frame_64,1003,1
1003_20231117_163646_frame_65,1003,1
1003_20231117_163646_frame_66,1003,1
1003_20231117_163646_frame_67,1003,1
1003_20231117_163646_frame_68,1003,1
1003_20231117_163646_frame_69,1003,1
1003_20231117_163646_frame_7,1003,1
1003_20231117_163646_frame_70,1003,1
1003_20231117_163646_frame_71,1003,1
1003_20231117_163646_frame_72,1003,1
1003_20231117_163646_frame_73,1003,1
1003_20231117_163646_frame_74,1003,1
1003_20231117_163646_frame_75,1003,1
1003_20231117_163646_frame_76,1003,1
1003_20231117_163646_frame_77,1003,1
1003_20231117_163646_frame_78,1003,1
1003_20231117_163646_frame_79,1003,1
1003_20231117_163646_frame_8,1003,1
1003_20231117_163646_frame_80,1003,1
1003_20231117_163646_frame_81,1003,1
1003_20231117_163646_frame_82,1003,1
1003_20231117_163646_frame_83,1003,1
1003_20231117_163646_frame_84,1003,1
1003_20231117_163646_frame_85,1003,1
1003_20231117_163646_frame_86,1003,1
1003_20231117_163646_frame_87,1003,1
1003_20231117_163646_frame_88,1003,1
1003_20231117_163646_frame_89,1003,1
1003_20231117_163646_frame_9,1003,1
1003_20231117_163646_frame_90,1003,1
1003_20231117_163646_frame_91,1003,1
1003_20231117_163646_frame_92,1003,1
1003_20231117_163646_frame_93,1003,1
1003_20231117_163646_frame_94,1003,1
1003_20231117_163646_frame_95,1003,1
1003_20231117_163646_frame_96,1003,1
1003_20231117_163646_frame_97,1003,1
1003_20231117_163646_frame_98,1003,1
1003_20231117_163646_frame_99,1003,1
1039_20231117_120824_frame_1,1039,1
1039_20231117_120824_frame_10,1039,1
1039_20231117_120824_frame_100,1039,1
1039_20231117_120824_frame_101,1039,1
1039_20231117_120824_frame_102,1039,1
1039_20231117_120824_frame_103,1039,1
1039_20231117_120824_frame_104,1039,1
1039_20231117_120824_frame_105,1039,1
1039_20231117_120824_frame_106,1039,1
1039_20231117_120824_frame_107,1039,1
1039_20231117_120824_frame_108,1039,1
1039_20231117_120824_frame_109,1039,1
1039_20231117_120824_frame_11,1039,1
1039_20231117_120824_frame_110,1039,1
1039_20231117_120824_frame_111,1039,1
1039_20231117_120824_frame_112,1039,1
1039_20231117_120824_frame_113,1039,1
1039_20231117_120824_frame_114,1039,1
1039_20231117_120824_frame_115,1039,1
1039_20231117_120824_frame_116,1039,1
1039_20231117_120824_frame_117,1039,1
1039_20231117_120824_frame_118,1039,1
1039_20231117_120824_frame_119,1039,1
1039_20231117_120824_frame_12,1039,1
1039_20231117_120824_frame_120,1039,1
1039_20231117_120824_frame_121,1039,1
1039_20231117_120824_frame_122,1039,1
1039_20231117_120824_frame_123,1039,1
1039_20231117_120824_frame_124,1039,1
1039_20231117_120824_frame_125,1039,1
1039_20231117_120824_frame_126,1039,1
1039_20231117_120824_frame_127,1039,1
1039_20231117_120824_frame_128,1039,1
1039_20231117_120824_frame_129,1039,1
1039_20231117_120824_frame_13,1039,1
1039_20231117_120824_frame_130,1039,1
1039_20231117_120824_frame_131,1039,1
1039_20231117_120824_frame_132,1039,1
1039_20231117_120824_frame_133,1039,1
1039_20231117_120824_frame_134,1039,1
1039_20231117_120824_frame_135,1039,1
1039_20231117_120824_frame_136,1039,1
1039_20231117_120824_frame_137,1039,1
1039_20231117_120824_frame_138,1039,1
1039_20231117_120824_frame_139,1039,1
1039_20231117_120824_frame_14,1039,1
1039_20231117_120824_frame_140,1039,1
1039_20231117_120824_frame_141,1039,1
1039_20231117_120824_frame_142,1039,1
1039_20231117_120824_frame_143,1039,1
1039_20231117_120824_frame_144,1039,1
1039_20231117_120824_frame_145,1039,1
1039_20231117_120824_frame_146,1039,1
1039_20231117_120824_frame_147,1039,1
1039_20231117_120824_frame_148,1039,1
1039_20231117_120824_frame_149,1039,1
1039_20231117_120824_frame_15,1039,1
1039_20231117_120824_frame_150,1039,1
1039_20231117_120824_frame_151,1039,1
1039_20231117_120824_frame_152,1039,1
1039_20231117_120824_frame_153,1039,1
1039_20231117_120824_frame_154,1039,1
1039_20231117_120824_frame_155,1039,1
1039_20231117_120824_frame_156,1039,1
1039_20231117_120824_frame_157,1039,1
1039_20231117_120824_frame_158,1039,1
1039_20231117_120824_frame_159,1039,1
1039_20231117_120824_frame_16,1039,1
1039_20231117_120824_frame_160,1039,1
1039_20231117_120824_frame_161,1039,1
1039_20231117_120824_frame_162,1039,1
1039_20231117_120824_frame_163,1039,1
1039_20231117_120824_frame_164,1039,1
1039_20231117_120824_frame_165,1039,1
1039_20231117_120824_frame_166,1039,1
1039_20231117_120824_frame_167,1039,1
1039_20231117_120824_frame_168,1039,1
1039_20231117_120824_frame_169,1039,1
1039_20231117_120824_frame_17,1039,1
1039_20231117_120824_frame_170,1039,1
1039_20231117_120824_frame_171,1039,1
1039_20231117_120824_frame_172,1039,1
1039_20231117_120824_frame_173,1039,1
1039_20231117_120824_frame_174,1039,1
1039_20231117_120824_frame_175,1039,1
1039_20231117_120824_frame_176,1039,1
1039_20231117_120824_frame_177,1039,1
1039_20231117_120824_frame_178,1039,1
1039_20231117_120824_frame_179,1039,1
1039_20231117_120824_frame_18,1039,1
1039_20231117_120824_frame_180,1039,1
1039_20231117_120824_frame_181,1039,1
1039_20231117_120824_frame_182,1039,1
1039_20231117_120824_frame_183,1039,1
1039_20231117_120824_frame_184,1039,1
1039_20231117_120824_frame_185,1039,1
1039_20231117_120824_frame_186,1039,1
1039_20231117_120824_frame_187,1039,1
1039_20231117_120824_frame_188,1039,1
1039_20231117_120824_frame_189,1039,1
1039_20231117_120824_frame_19,1039,1
1039_20231117_120824_frame_190,1039,1
1039_20231117_120824_frame_191,1039,1
1039_20231117_120824_frame_192,1039,1
1039_20231117_120824_frame_193,1039,1
1039_20231117_120824_frame_194,1039,1
1039_20231117_120824_frame_195,1039,1
1039_20231117_120824_frame_196,1039,1
1039_20231117_120824_frame_197,1039,1
1039_20231117_120824_frame_198,1039,1
1039_20231117_120824_frame_199,1039,1
1039_20231117_120824_frame_2,1039,1
1039_20231117_120824_frame_20,1039,1
1039_20231117_120824_frame_200,1039,1
1039_20231117_120824_frame_201,1039,1
1039_20231117_120824_frame_202,1039,1
1039_20231117_120824_frame_203,1039,1
1039_20231117_120824_frame_204,1039,1
1039_20231117_120824_frame_205,1039,1
1039_20231117_120824_frame_206,1039,1
1039_20231117_120824_frame_207,1039,1
1039_20231117_120824_frame_208,1039,1
1039_20231117_120824_frame_209,1039,1
1039_20231117_120824_frame_21,1039,1
1039_20231117_120824_frame_210,1039,1
1039_20231117_120824_frame_211,1039,1
1039_20231117_120824_frame_212,1039,1
1039_20231117_120824_frame_213,1039,1
1039_20231117_120824_frame_214,1039,1
1039_20231117_120824_frame_215,1039,1
1039_20231117_120824_frame_216,1039,1
1039_20231117_120824_frame_217,1039,1
1039_20231117_120824_frame_218,1039,1
1039_20231117_120824_frame_219,1039,1
1039_20231117_120824_frame_22,1039,1
1039_20231117_120824_frame_220,1039,1
1039_20231117_120824_frame_221,1039,1
1039_20231117_120824_frame_222,1039,1
1039_20231117_120824_frame_223,1039,1
1039_20231117_120824_frame_224,1039,1
1039_20231117_120824_frame_225,1039,1
1039_20231117_120824_frame_226,1039,1
1039_20231117_120824_frame_227,1039,1
1039_20231117_120824_frame_228,1039,1
1039_20231117_120824_frame_229,1039,1
1039_20231117_120824_frame_23,1039,1
1039_20231117_120824_frame_230,1039,1
1039_20231117_120824_frame_231,1039,1
1039_20231117_120824_frame_232,1039,1
1039_20231117_120824_frame_233,1039,1
1039_20231117_120824_frame_234,1039,1
1039_20231117_120824_frame_235,1039,1
1039_20231117_120824_frame_236,1039,1
1039_20231117_120824_frame_237,1039,1
1039_20231117_120824_frame_238,1039,1
1039_20231117_120824_frame_239,1039,1
1039_20231117_120824_frame_24,1039,1
1039_20231117_120824_frame_240,1039,1
1039_20231117_120824_frame_241,1039,1
1039_20231117_120824_frame_242,1039,1
1039_20231117_120824_frame_243,1039,1
1039_20231117_120824_frame_244,1039,1
1039_20231117_120824_frame_245,1039,1
1039_20231117_120824_frame_246,1039,1
1039_20231117_120824_frame_247,1039,1
1039_20231117_120824_frame_248,1039,1
1039_20231117_120824_frame_249,1039,1
1039_20231117_120824_frame_25,1039,1
1039_20231117_120824_frame_250,1039,1
1039_20231117_120824_frame_251,1039,1
1039_20231117_120824_frame_252,1039,1
1039_20231117_120824_frame_253,1039,1
1039_20231117_120824_frame_254,1039,1
1039_20231117_120824_frame_255,1039,1
1039_20231117_120824_frame_256,1039,1
1039_20231117_120824_frame_257,1039,1
1039_20231117_120824_frame_258,1039,1
1039_20231117_120824_frame_259,1039,1
1039_20231117_120824_frame_26,1039,1
1039_20231117_120824_frame_260,1039,1
1039_20231117_120824_frame_261,1039,1
1039_20231117_120824_frame_262,1039,1
1039_20231117_120824_frame_263,1039,1
1039_20231117_120824_frame_264,1039,1
1039_20231117_120824_frame_265,1039,1
1039_20231117_120824_frame_266,1039,1
1039_20231117_120824_frame_267,1039,1
1039_20231117_120824_frame_268,1039,1
1039_20231117_120824_frame_269,1039,1
1039_20231117_120824_frame_27,1039,1
1039_20231117_120824_frame_270,1039,1
1039_20231117_120824_frame_271,1039,1
1039_20231117_120824_frame_272,1039,1
1039_20231117_120824_frame_273,1039,1
1039_20231117_120824_frame_274,1039,1
1039_20231117_120824_frame_275,1039,1
1039_20231117_120824_frame_276,1039,1
1039_20231117_120824_frame_277,1039,1
1039_20231117_120824_frame_278,1039,1
1039_20231117_120824_frame_279,1039,1
1039_20231117_120824_frame_28,1039,1
1039_20231117_120824_frame_280,1039,1
1039_20231117_120824_frame_281,1039,1
1039_20231117_120824_frame_282,1039,1
1039_20231117_120824_frame_283,1039,1
1039_20231117_120824_frame_284,1039,1
1039_20231117_120824_frame_285,1039,1
1039_20231117_120824_frame_286,1039,1
1039_20231117_120824_frame_287,1039,1
1039_20231117_120824_frame_288,1039,1
1039_20231117_120824_frame_289,1039,1
1039_20231117_120824_frame_29,1039,1
1039_20231117_120824_frame_290,1039,1
1039_20231117_120824_frame_291,1039,1
1039_20231117_120824_frame_292,1039,1
1039_20231117_120824_frame_293,1039,1
1039_20231117_120824_frame_294,1039,1
1039_20231117_120824_frame_295,1039,1
1039_20231117_120824_frame_296,1039,1
1039_20231117_120824_frame_297,1039,1
1039_20231117_120824_frame_298,1039,1
1039_20231117_120824_frame_299,1039,1
1039_20231117_120824_frame_3,1039,1
1039_20231117_120824_frame_30,1039,1
1039_20231117_120824_frame_300,1039,1
1039_20231117_120824_frame_301,1039,1
1039_20231117_120824_frame_302,1039,1
1039_20231117_120824_frame_303,1039,1
1039_20231117_120824_frame_304,1039,1
1039_20231117_120824_frame_305,1039,1
1039_20231117_120824_frame_306,1039,1
1039_20231117_120824_frame_307,1039,1
1039_20231117_120824_frame_308,1039,1
1039_20231117_120824_frame_309,1039,1
1039_20231117_120824_frame_31,1039,1
1039_20231117_120824_frame_310,1039,1
1039_20231117_120824_frame_311,1039,1
1039_20231117_120824_frame_312,1039,1
1039_20231117_120824_frame_313,1039,1
1039_20231117_120824_frame_314,1039,1
1039_20231117_120824_frame_315,1039,1
1039_20231117_120824_frame_316,1039,1
1039_20231117_120824_frame_317,1039,1
1039_20231117_120824_frame_318,1039,1
1039_20231117_120824_frame_319,1039,1
1039_20231117_120824_frame_32,1039,1
1039_20231117_120824_frame_320,1039,1
1039_20231117_120824_frame_321,1039,1
1039_20231117_120824_frame_322,1039,1
1039_20231117_120824_frame_323,1039,1
1039_20231117_120824_frame_324,1039,1
1039_20231117_120824_frame_325,1039,1
1039_20231117_120824_frame_326,1039,1
1039_20231117_120824_frame_327,1039,1
1039_20231117_120824_frame_328,1039,1
1039_20231117_120824_frame_329,1039,1
1039_20231117_120824_frame_33,1039,1
1039_20231117_120824_frame_330,1039,1
1039_20231117_120824_frame_331,1039,1
1039_20231117_120824_frame_332,1039,1
1039_20231117_120824_frame_333,1039,1
1039_20231117_120824_frame_334,1039,1
1039_20231117_120824_frame_335,1039,1
1039_20231117_120824_frame_336,1039,1
1039_20231117_120824_frame_337,1039,1
1039_20231117_120824_frame_338,1039,1
1039_20231117_120824_frame_339,1039,1
1039_20231117_120824_frame_34,1039,1
1039_20231117_120824_frame_340,1039,1
1039_20231117_120824_frame_341,1039,1
1039_20231117_120824_frame_342,1039,1
1039_20231117_120824_frame_343,1039,1
1039_20231117_120824_frame_344,1039,1
1039_20231117_120824_frame_345,1039,1
1039_20231117_120824_frame_346,1039,1
1039_20231117_120824_frame_347,1039,1
1039_20231117_120824_frame_348,1039,1
1039_20231117_120824_frame_349,1039,1
1039_20231117_120824_frame_35,1039,1
1039_20231117_120824_frame_350,1039,1
1039_20231117_120824_frame_351,1039,1
1039_20231117_120824_frame_352,1039,1
1039_20231117_120824_frame_353,1039,1
1039_20231117_120824_frame_354,1039,1
1039_20231117_120824_frame_355,1039,1
1039_20231117_120824_frame_356,1039,1
1039_20231117_120824_frame_357,1039,1
1039_20231117_120824_frame_358,1039,1
1039_20231117_120824_frame_359,1039,1
1039_20231117_120824_frame_36,1039,1
1039_20231117_120824_frame_360,1039,1
1039_20231117_120824_frame_361,1039,1
1039_20231117_120824_frame_362,1039,1
1039_20231117_120824_frame_363,1039,1
1039_20231117_120824_frame_364,1039,1
1039_20231117_120824_frame_365,1039,1
1039_20231117_120824_frame_366,1039,1
1039_20231117_120824_frame_367,1039,1
1039_20231117_120824_frame_368,1039,1
1039_20231117_120824_frame_369,1039,1
1039_20231117_120824_frame_37,1039,1
1039_20231117_120824_frame_370,1039,1
1039_20231117_120824_frame_371,1039,1
1039_20231117_120824_frame_372,1039,1
1039_20231117_120824_frame_373,1039,1
1039_20231117_120824_frame_374,1039,1
1039_20231117_120824_frame_375,1039,1
1039_20231117_120824_frame_376,1039,1
1039_20231117_120824_frame_377,1039,1
1039_20231117_120824_frame_378,1039,1
1039_20231117_120824_frame_379,1039,1
1039_20231117_120824_frame_38,1039,1
1039_20231117_120824_frame_380,1039,1
1039_20231117_120824_frame_381,1039,1
1039_20231117_120824_frame_382,1039,1
1039_20231117_120824_frame_383,1039,1
1039_20231117_120824_frame_384,1039,1
1039_20231117_120824_frame_385,1039,1
1039_20231117_120824_frame_386,1039,1
1039_20231117_120824_frame_387,1039,1
1039_20231117_120824_frame_388,1039,1
1039_20231117_120824_frame_389,1039,1
1039_20231117_120824_frame_39,1039,1
1039_20231117_120824_frame_390,1039,1
1039_20231117_120824_frame_391,1039,1
1039_20231117_120824_frame_392,1039,1
1039_20231117_120824_frame_393,1039,1
1039_20231117_120824_frame_394,1039,1
1039_20231117_120824_frame_395,1039,1
1039_20231117_120824_frame_396,1039,1
1039_20231117_120824_frame_397,1039,1
1039_20231117_120824_frame_398,1039,1
1039_20231117_120824_frame_399,1039,1
1039_20231117_120824_frame_4,1039,1
1039_20231117_120824_frame_40,1039,1
1039_20231117_120824_frame_400,1039,1
1039_20231117_120824_frame_401,1039,1
1039_20231117_120824_frame_402,1039,1
1039_20231117_120824_frame_403,1039,1
1039_20231117_120824_frame_404,1039,1
1039_20231117_120824_frame_405,1039,1
1039_20231117_120824_frame_406,1039,1
1039_20231117_120824_frame_407,1039,1
1039_20231117_120824_frame_408,1039,1
1039_20231117_120824_frame_409,1039,1
1039_20231117_120824_frame_41,1039,1
1039_20231117_120824_frame_410,1039,1
1039_20231117_120824_frame_411,1039,1
1039_20231117_120824_frame_412,1039,1
1039_20231117_120824_frame_413,1039,1
1039_20231117_120824_frame_414,1039,1
1039_20231117_120824_frame_415,1039,1
1039_20231117_120824_frame_416,1039,1
1039_20231117_120824_frame_417,1039,1
1039_20231117_120824_frame_418,1039,1
1039_20231117_120824_frame_419,1039,1
1039_20231117_120824_frame_42,1039,1
1039_20231117_120824_frame_420,1039,1
1039_20231117_120824_frame_421,1039,1
1039_20231117_120824_frame_422,1039,1
1039_20231117_120824_frame_423,1039,1
1039_20231117_120824_frame_424,1039,1
1039_20231117_120824_frame_425,1039,1
1039_20231117_120824_frame_426,1039,1
1039_20231117_120824_frame_427,1039,1
1039_20231117_120824_frame_428,1039,1
1039_20231117_120824_frame_429,1039,1
1039_20231117_120824_frame_43,1039,1
1039_20231117_120824_frame_430,1039,1
1039_20231117_120824_frame_431,1039,1
1039_20231117_120824_frame_432,1039,1
1039_20231117_120824_frame_433,1039,1
1039_20231117_120824_frame_434,1039,1
1039_20231117_120824_frame_435,1039,1
1039_20231117_120824_frame_436,1039,1
1039_20231117_120824_frame_437,1039,1
1039_20231117_120824_frame_438,1039,1
1039_20231117_120824_frame_439,1039,1
1039_20231117_120824_frame_44,1039,1
1039_20231117_120824_frame_440,1039,1
1039_20231117_120824_frame_441,1039,1
1039_20231117_120824_frame_442,1039,1
1039_20231117_120824_frame_443,1039,1
1039_20231117_120824_frame_444,1039,1
1039_20231117_120824_frame_445,1039,1
